hcpcs,service,mue_value,mai,rationale,effective_date,source
84181,outpatient_hospital,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84182,outpatient_hospital,6,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84202,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84203,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84206,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84207,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84210,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84220,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84228,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84233,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84234,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84235,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84238,outpatient_hospital,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84244,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84252,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84255,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84260,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84270,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84275,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84285,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84295,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84300,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84302,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84305,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84307,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84311,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84315,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84375,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84376,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84377,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84378,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84379,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84392,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84393,outpatient_hospital,1,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84394,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84402,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84403,outpatient_hospital,2,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84410,outpatient_hospital,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84425,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84430,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84431,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84432,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84433,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84436,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84437,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84439,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84442,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84443,outpatient_hospital,4,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84445,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84446,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84449,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84450,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84460,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84466,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84478,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84479,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84480,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84481,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84482,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84484,outpatient_hospital,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84485,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84488,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84490,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84510,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84512,outpatient_hospital,3,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84520,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84525,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84540,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84545,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84550,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84560,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84577,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84578,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84580,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84583,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84585,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84586,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84588,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84590,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84591,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84597,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84600,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84620,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84630,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84681,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84702,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84703,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84704,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84830,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
84999,outpatient_hospital,1,3,Clinical: CMS Workgroup,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85002,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85004,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85007,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85008,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85009,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85013,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85014,outpatient_hospital,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85018,outpatient_hospital,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85025,outpatient_hospital,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85027,outpatient_hospital,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85032,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85041,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85044,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85045,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85046,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85048,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85049,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85055,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85060,outpatient_hospital,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85097,outpatient_hospital,2,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85130,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85170,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85175,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85210,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85220,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85230,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85240,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85244,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85245,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85246,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85247,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85250,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85260,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85270,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85280,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85290,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85291,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85292,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85293,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85300,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85301,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85302,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85303,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85305,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85306,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85307,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85335,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85337,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85345,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85347,outpatient_hospital,9,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85348,outpatient_hospital,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85360,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85362,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85366,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85370,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85378,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85379,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85380,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85384,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85385,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85390,outpatient_hospital,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85396,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85397,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85400,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85410,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85415,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85420,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85421,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85441,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85445,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85460,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85461,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85475,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85520,outpatient_hospital,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85525,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85530,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85536,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85540,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85547,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85549,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85555,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85557,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85576,outpatient_hospital,7,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85597,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85598,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85610,outpatient_hospital,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85611,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85612,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85613,outpatient_hospital,3,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85635,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85651,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85652,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85660,outpatient_hospital,2,3,Clinical: CMS Workgroup,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85670,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85675,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85705,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85730,outpatient_hospital,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85732,outpatient_hospital,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85810,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
85999,outpatient_hospital,1,3,Clinical: CMS Workgroup,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86000,outpatient_hospital,6,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86001,outpatient_hospital,20,3,Clinical: CMS Workgroup,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86003,outpatient_hospital,62,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86005,outpatient_hospital,6,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86008,outpatient_hospital,20,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86015,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86021,outpatient_hospital,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86022,outpatient_hospital,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86023,outpatient_hospital,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86036,outpatient_hospital,3,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86037,outpatient_hospital,3,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86038,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86039,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86041,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86042,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86043,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86051,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86052,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86053,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86060,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86063,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86077,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86078,outpatient_hospital,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86079,outpatient_hospital,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86140,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86141,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86146,outpatient_hospital,3,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86147,outpatient_hospital,4,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86148,outpatient_hospital,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86152,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86153,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86155,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86156,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86157,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86160,outpatient_hospital,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86161,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86162,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86171,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86200,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86215,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86225,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86226,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86231,outpatient_hospital,3,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86235,outpatient_hospital,10,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86255,outpatient_hospital,5,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86256,outpatient_hospital,9,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86258,outpatient_hospital,3,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86277,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86280,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86294,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86300,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86301,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86304,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86305,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
