col1,col2,modifier_indicator,service,effective_date,source
0510U,81276,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,81308,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,81352,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,81353,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,81400,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,81401,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,81402,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,81403,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,81404,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,81405,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,81406,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,81407,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,81408,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,84311,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,88271,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,88272,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,88273,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,88274,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,88275,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,88291,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,88365,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,88366,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,88367,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,88368,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,88374,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,88377,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,G0452,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0510U,G0463,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0511U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0511U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0511U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0511U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0511U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0511U,81232,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0511U,81400,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0511U,81401,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0511U,81402,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0511U,81403,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0511U,81404,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0511U,81405,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0511U,81406,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0511U,81407,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0511U,81408,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0511U,81445,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0511U,81449,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0511U,81455,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0511U,81456,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0511U,84311,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0511U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0511U,G0463,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,0228U,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,81313,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,81400,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,81401,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,81402,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,81403,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,81404,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,81405,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,81406,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,81445,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,81449,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,84311,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,88271,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,88272,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,88273,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,88274,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,88275,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,88291,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,88365,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,88366,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,88367,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0512U,G0452,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,0228U,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,81313,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,81400,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,81401,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,81402,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,81403,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,81404,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,81405,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,81406,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,81445,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,81449,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,84311,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,88271,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,88272,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,88273,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,88274,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,88275,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,88291,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,88365,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,88366,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,88367,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0513U,G0452,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0514U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0514U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0514U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0514U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0514U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0514U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0515U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0515U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0515U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0515U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0515U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0515U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0516U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0516U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0516U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0516U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0516U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0516U,84311,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0516U,88271,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0516U,88272,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0516U,88273,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0516U,88274,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0516U,88275,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0516U,88291,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0516U,88365,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0516U,88366,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0516U,88367,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0516U,88374,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0516U,88377,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0516U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0516U,G0452,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0516U,G0463,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0517U,0007U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0517U,0227U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0517U,0328U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0517U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0517U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0517U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0517U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0517U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0517U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0517U,G0480,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0517U,G0481,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0517U,G0482,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0517U,G0659,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,0054U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,0110U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,0328U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80329,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80330,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80331,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80332,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80333,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80334,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80335,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80336,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80337,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80338,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80343,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80344,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80345,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80346,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80347,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80348,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80354,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80355,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80356,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80357,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80358,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80359,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80360,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80361,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80362,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80363,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80364,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80365,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80366,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80367,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80368,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80369,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80370,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80371,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80372,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80373,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,83992,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,G0481,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0518U,G0482,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,0007U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,0054U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,0093U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,0110U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,0227U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,0328U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80307,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80329,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80330,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80331,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80332,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80333,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80334,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80335,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80336,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80337,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80338,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80339,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80345,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80346,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80347,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80354,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80356,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80357,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80359,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80361,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80362,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80363,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80364,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80365,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80366,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80367,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80368,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80372,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80373,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80375,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80376,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80377,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,G0480,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,G0481,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,G0482,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0519U,G0659,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0520U,0007U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0520U,0054U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0520U,0093U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0520U,0227U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0520U,0328U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0520U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0520U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0520U,80307,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0520U,80375,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0520U,80376,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0520U,80377,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0520U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0520U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0520U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0520U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
