county_fips,cbsa_code,cbsa_title,area_type,central_outlying
46013,10100,"Aberdeen, SD",Micropolitan,Central
46045,10100,"Aberdeen, SD",Micropolitan,Outlying
53027,10140,"Aberdeen, WA",Micropolitan,Central
48059,10180,"Abilene, TX",Metropolitan,Outlying
48253,10180,"Abilene, TX",Metropolitan,Outlying
48441,10180,"Abilene, TX",Metropolitan,Central
40123,10220,"Ada, OK",Micropolitan,Central
26091,10300,"Adrian, MI",Micropolitan,Central
72003,10380,"Aguadilla, PR",Metropolitan,Central
72005,10380,"Aguadilla, PR",Metropolitan,Central
72011,10380,"Aguadilla, PR",Metropolitan,Central
72071,10380,"Aguadilla, PR",Metropolitan,Central
72099,10380,"Aguadilla, PR",Metropolitan,Central
72117,10380,"Aguadilla, PR",Metropolitan,Central
72131,10380,"Aguadilla, PR",Metropolitan,Central
39133,10420,"Akron, OH",Metropolitan,Central
39153,10420,"Akron, OH",Metropolitan,Central
35035,10460,"Alamogordo, NM",Micropolitan,Central
08003,10480,"Alamosa, CO",Micropolitan,Central
08021,10480,"Alamosa, CO",Micropolitan,Outlying
08023,10480,"Alamosa, CO",Micropolitan,Outlying
13095,10500,"Albany, GA",Metropolitan,Central
13177,10500,"Albany, GA",Metropolitan,Central
13273,10500,"Albany, GA",Metropolitan,Outlying
13321,10500,"Albany, GA",Metropolitan,Outlying
41043,10540,"Albany, OR",Metropolitan,Central
36001,10580,"Albany-Schenectady-Troy, NY",Metropolitan,Central
36083,10580,"Albany-Schenectady-Troy, NY",Metropolitan,Central
36091,10580,"Albany-Schenectady-Troy, NY",Metropolitan,Outlying
36093,10580,"Albany-Schenectady-Troy, NY",Metropolitan,Central
36095,10580,"Albany-Schenectady-Troy, NY",Metropolitan,Outlying
37167,10620,"Albemarle, NC",Micropolitan,Central
27047,10660,"Albert Lea, MN",Micropolitan,Central
01095,10700,"Albertville, AL",Micropolitan,Central
35001,10740,"Albuquerque, NM",Metropolitan,Central
35043,10740,"Albuquerque, NM",Metropolitan,Central
35057,10740,"Albuquerque, NM",Metropolitan,Outlying
35061,10740,"Albuquerque, NM",Metropolitan,Outlying
01123,10760,"Alexander City, AL",Micropolitan,Central
22043,10780,"Alexandria, LA",Metropolitan,Outlying
22079,10780,"Alexandria, LA",Metropolitan,Central
27041,10820,"Alexandria, MN",Micropolitan,Central
48047,10860,"Alice, TX",Micropolitan,Outlying
48249,10860,"Alice, TX",Micropolitan,Central
34041,10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan,Central
42025,10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan,Outlying
42077,10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan,Central
42095,10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan,Central
26057,10940,"Alma, MI",Micropolitan,Central
26007,10980,"Alpena, MI",Micropolitan,Central
42013,11020,"Altoona, PA",Metropolitan,Central
40065,11060,"Altus, OK",Micropolitan,Central
48011,11100,"Amarillo, TX",Metropolitan,Outlying
48065,11100,"Amarillo, TX",Metropolitan,Outlying
48359,11100,"Amarillo, TX",Metropolitan,Outlying
48375,11100,"Amarillo, TX",Metropolitan,Central
48381,11100,"Amarillo, TX",Metropolitan,Central
13249,11140,"Americus, GA",Micropolitan,Outlying
13261,11140,"Americus, GA",Micropolitan,Central
19015,11180,"Ames, IA",Metropolitan,Outlying
19169,11180,"Ames, IA",Metropolitan,Central
25015,11200,"Amherst Town-Northampton, MA",Metropolitan,Central
36057,11220,"Amsterdam, NY",Micropolitan,Central
02020,11260,"Anchorage, AK",Metropolitan,Central
02170,11260,"Anchorage, AK",Metropolitan,Outlying
37085,11360,"Anderson Creek, NC",Micropolitan,Central
48003,11380,"Andrews, TX",Micropolitan,Central
18151,11420,"Angola, IN",Micropolitan,Central
26161,11460,"Ann Arbor, MI",Metropolitan,Central
01015,11500,"Anniston-Oxford, AL",Metropolitan,Central
55015,11540,"Appleton, WI",Metropolitan,Central
55087,11540,"Appleton, WI",Metropolitan,Central
12027,11580,"Arcadia, FL",Micropolitan,Central
40019,11620,"Ardmore, OK",Micropolitan,Central
72013,11640,"Arecibo, PR",Metropolitan,Central
72027,11640,"Arecibo, PR",Metropolitan,Central
72065,11640,"Arecibo, PR",Metropolitan,Central
72115,11640,"Arecibo, PR",Metropolitan,Central
05019,11660,"Arkadelphia, AR",Micropolitan,Central
20035,11680,"Arkansas City-Winfield, KS",Micropolitan,Central
37021,11700,"Asheville, NC",Metropolitan,Central
37089,11700,"Asheville, NC",Metropolitan,Central
37115,11700,"Asheville, NC",Metropolitan,Outlying
39005,11740,"Ashland, OH",Micropolitan,Central
41007,11820,"Astoria, OR",Micropolitan,Central
20005,11860,"Atchison, KS",Micropolitan,Central
39009,11900,"Athens, OH",Micropolitan,Central
47107,11940,"Athens, TN",Micropolitan,Central
47121,11940,"Athens, TN",Micropolitan,Outlying
48213,11980,"Athens, TX",Micropolitan,Central
13059,12020,"Athens-Clarke County, GA",Metropolitan,Central
13195,12020,"Athens-Clarke County, GA",Metropolitan,Outlying
13219,12020,"Athens-Clarke County, GA",Metropolitan,Central
13221,12020,"Athens-Clarke County, GA",Metropolitan,Outlying
13013,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Outlying
13015,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Outlying
13035,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Outlying
13045,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Outlying
13057,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Central
13063,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Central
13067,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Central
13077,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Central
13085,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Central
13089,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Central
13097,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Central
13113,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Central
13117,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Central
13121,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Central
13135,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Central
13143,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Outlying
13149,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Outlying
13151,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Central
13159,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Outlying
13187,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Outlying
13199,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Outlying
13211,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Outlying
13217,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Central
13223,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Central
13227,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Outlying
13231,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Outlying
13247,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Central
13255,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Outlying
13297,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,Central
34001,12100,"Atlantic City-Hammonton, NJ",Metropolitan,Central
34009,12100,"Atlantic City-Hammonton, NJ",Metropolitan,Central
18033,12140,"Auburn, IN",Micropolitan,Central
36011,12180,"Auburn, NY",Micropolitan,Central
01081,12220,"Auburn-Opelika, AL",Metropolitan,Central
01087,12220,"Auburn-Opelika, AL",Metropolitan,Outlying
13033,12260,"Augusta-Richmond County, GA-SC",Metropolitan,Outlying
13073,12260,"Augusta-Richmond County, GA-SC",Metropolitan,Central
13181,12260,"Augusta-Richmond County, GA-SC",Metropolitan,Outlying
13189,12260,"Augusta-Richmond County, GA-SC",Metropolitan,Outlying
13245,12260,"Augusta-Richmond County, GA-SC",Metropolitan,Central
45003,12260,"Augusta-Richmond County, GA-SC",Metropolitan,Central
45037,12260,"Augusta-Richmond County, GA-SC",Metropolitan,Outlying
23011,12300,"Augusta-Waterville, ME",Micropolitan,Central
27099,12380,"Austin, MN",Micropolitan,Central
48021,12420,"Austin-Round Rock-San Marcos, TX",Metropolitan,Outlying
48055,12420,"Austin-Round Rock-San Marcos, TX",Metropolitan,Outlying
48209,12420,"Austin-Round Rock-San Marcos, TX",Metropolitan,Central
48453,12420,"Austin-Round Rock-San Marcos, TX",Metropolitan,Central
48491,12420,"Austin-Round Rock-San Marcos, TX",Metropolitan,Central
13087,12460,"Bainbridge, GA",Micropolitan,Central
41001,12520,"Baker City, OR",Micropolitan,Central
06029,12540,"Bakersfield-Delano, CA",Metropolitan,Central
24003,12580,"Baltimore-Columbia-Towson, MD",Metropolitan,Central
24005,12580,"Baltimore-Columbia-Towson, MD",Metropolitan,Central
24013,12580,"Baltimore-Columbia-Towson, MD",Metropolitan,Outlying
24025,12580,"Baltimore-Columbia-Towson, MD",Metropolitan,Outlying
24027,12580,"Baltimore-Columbia-Towson, MD",Metropolitan,Central
24035,12580,"Baltimore-Columbia-Towson, MD",Metropolitan,Outlying
24510,12580,"Baltimore-Columbia-Towson, MD",Metropolitan,Central
23019,12620,"Bangor, ME",Metropolitan,Central
55111,12660,"Baraboo, WI",Micropolitan,Central
25001,12700,"Barnstable Town, MA",Metropolitan,Central
50023,12740,"Barre, VT",Micropolitan,Central
40147,12780,"Bartlesville, OK",Micropolitan,Central
36037,12860,"Batavia, NY",Micropolitan,Central
05063,12900,"Batesville, AR",Micropolitan,Central
22005,12940,"Baton Rouge, LA",Metropolitan,Central
22007,12940,"Baton Rouge, LA",Metropolitan,Outlying
22033,12940,"Baton Rouge, LA",Metropolitan,Central
22037,12940,"Baton Rouge, LA",Metropolitan,Outlying
22047,12940,"Baton Rouge, LA",Metropolitan,Central
22063,12940,"Baton Rouge, LA",Metropolitan,Central
22077,12940,"Baton Rouge, LA",Metropolitan,Outlying
22091,12940,"Baton Rouge, LA",Metropolitan,Outlying
22121,12940,"Baton Rouge, LA",Metropolitan,Central
22125,12940,"Baton Rouge, LA",Metropolitan,Outlying
26025,12980,"Battle Creek, MI",Metropolitan,Central
26017,13020,"Bay City, MI",Metropolitan,Central
48321,13060,"Bay City, TX",Micropolitan,Central
31067,13100,"Beatrice, NE",Micropolitan,Central
48199,13140,"Beaumont-Port Arthur, TX",Metropolitan,Outlying
48245,13140,"Beaumont-Port Arthur, TX",Metropolitan,Central
48361,13140,"Beaumont-Port Arthur, TX",Metropolitan,Outlying
55027,13180,"Beaver Dam, WI",Micropolitan,Central
54019,13220,"Beckley, WV",Metropolitan,Central
54081,13220,"Beckley, WV",Metropolitan,Central
18093,13260,"Bedford, IN",Micropolitan,Central
48025,13300,"Beeville, TX",Micropolitan,Central
39091,13340,"Bellefontaine, OH",Micropolitan,Central
53073,13380,"Bellingham, WA",Metropolitan,Central
27007,13420,"Bemidji, MN",Micropolitan,Central
41013,13460,"Bend, OR",Metropolitan,Outlying
41017,13460,"Bend, OR",Metropolitan,Central
41031,13460,"Bend, OR",Metropolitan,Outlying
50003,13540,"Bennington, VT",Micropolitan,Central
26107,13660,"Big Rapids, MI",Micropolitan,Central
48227,13700,"Big Spring, TX",Micropolitan,Central
30009,13740,"Billings, MT",Metropolitan,Outlying
30095,13740,"Billings, MT",Metropolitan,Outlying
30111,13740,"Billings, MT",Metropolitan,Central
36007,13780,"Binghamton, NY",Metropolitan,Central
36107,13780,"Binghamton, NY",Metropolitan,Central
01007,13820,"Birmingham, AL",Metropolitan,Outlying
01009,13820,"Birmingham, AL",Metropolitan,Outlying
01021,13820,"Birmingham, AL",Metropolitan,Outlying
01073,13820,"Birmingham, AL",Metropolitan,Central
01115,13820,"Birmingham, AL",Metropolitan,Central
01117,13820,"Birmingham, AL",Metropolitan,Central
01127,13820,"Birmingham, AL",Metropolitan,Outlying
06027,13860,"Bishop, CA",Micropolitan,Central
38015,13900,"Bismarck, ND",Metropolitan,Central
38059,13900,"Bismarck, ND",Metropolitan,Central
38065,13900,"Bismarck, ND",Metropolitan,Outlying
16011,13940,"Blackfoot, ID",Micropolitan,Central
51063,13980,"Blacksburg-Christiansburg-Radford, VA",Metropolitan,Outlying
51071,13980,"Blacksburg-Christiansburg-Radford, VA",Metropolitan,Outlying
51121,13980,"Blacksburg-Christiansburg-Radford, VA",Metropolitan,Central
51155,13980,"Blacksburg-Christiansburg-Radford, VA",Metropolitan,Outlying
51750,13980,"Blacksburg-Christiansburg-Radford, VA",Metropolitan,Central
17113,14010,"Bloomington, IL",Metropolitan,Central
18105,14020,"Bloomington, IN",Metropolitan,Central
18119,14020,"Bloomington, IN",Metropolitan,Outlying
42037,14100,"Bloomsburg-Berwick, PA",Micropolitan,Central
51185,14140,"Bluefield, WV-VA",Micropolitan,Central
54055,14140,"Bluefield, WV-VA",Micropolitan,Central
05093,14180,"Blytheville, AR",Micropolitan,Central
22117,14220,"Bogalusa, LA",Micropolitan,Central
16001,14260,"Boise City, ID",Metropolitan,Central
16015,14260,"Boise City, ID",Metropolitan,Outlying
16027,14260,"Boise City, ID",Metropolitan,Outlying
16045,14260,"Boise City, ID",Metropolitan,Outlying
16073,14260,"Boise City, ID",Metropolitan,Outlying
48147,14300,"Bonham, TX",Micropolitan,Central
37189,14380,"Boone, NC",Micropolitan,Central
48233,14420,"Borger, TX",Micropolitan,Central
25009,14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan,Central
25017,14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan,Central
25021,14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan,Central
25023,14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan,Central
25025,14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan,Central
33015,14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan,Central
33017,14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan,Outlying
08013,14500,"Boulder, CO",Metropolitan,Central
21003,14540,"Bowling Green, KY",Metropolitan,Outlying
21031,14540,"Bowling Green, KY",Metropolitan,Outlying
21061,14540,"Bowling Green, KY",Metropolitan,Outlying
21227,14540,"Bowling Green, KY",Metropolitan,Central
30031,14580,"Bozeman, MT",Metropolitan,Central
42083,14620,"Bradford, PA",Micropolitan,Central
27021,14660,"Brainerd, MN",Micropolitan,Outlying
27035,14660,"Brainerd, MN",Micropolitan,Central
29213,14700,"Branson, MO",Micropolitan,Central
50025,14710,"Brattleboro, VT",Micropolitan,Central
08065,14720,"Breckenridge, CO",Micropolitan,Outlying
08117,14720,"Breckenridge, CO",Micropolitan,Central
53035,14740,"Bremerton-Silverdale-Port Orchard, WA",Metropolitan,Central
48477,14780,"Brenham, TX",Micropolitan,Central
37175,14820,"Brevard, NC",Micropolitan,Central
09120,14860,"Bridgeport-Stamford-Danbury, CT",Metropolitan,Central
09190,14860,"Bridgeport-Stamford-Danbury, CT",Metropolitan,Central
16071,14940,"Brigham City, UT-ID",Micropolitan,Outlying
49003,14940,"Brigham City, UT-ID",Micropolitan,Central
28085,15020,"Brookhaven, MS",Micropolitan,Central
41015,15060,"Brookings, OR",Micropolitan,Central
46011,15100,"Brookings, SD",Micropolitan,Central
48061,15180,"Brownsville-Harlingen, TX",Metropolitan,Central
48049,15220,"Brownwood, TX",Micropolitan,Central
13025,15260,"Brunswick-St. Simons, GA",Metropolitan,Outlying
13127,15260,"Brunswick-St. Simons, GA",Metropolitan,Central
13191,15260,"Brunswick-St. Simons, GA",Metropolitan,Outlying
39033,15340,"Bucyrus, OH",Micropolitan,Central
36029,15380,"Buffalo-Cheektowaga, NY",Metropolitan,Central
36063,15380,"Buffalo-Cheektowaga, NY",Metropolitan,Central
16031,15420,"Burley, ID",Micropolitan,Central
16067,15420,"Burley, ID",Micropolitan,Central
17071,15460,"Burlington, IA-IL",Micropolitan,Outlying
19057,15460,"Burlington, IA-IL",Micropolitan,Central
37001,15500,"Burlington, NC",Metropolitan,Central
50007,15540,"Burlington-South Burlington, VT",Metropolitan,Central
50011,15540,"Burlington-South Burlington, VT",Metropolitan,Outlying
50013,15540,"Burlington-South Burlington, VT",Metropolitan,Outlying
30093,15580,"Butte-Silver Bow, MT",Micropolitan,Central
26113,15620,"Cadillac, MI",Micropolitan,Outlying
26165,15620,"Cadillac, MI",Micropolitan,Central
13129,15660,"Calhoun, GA",Micropolitan,Central
24019,15700,"Cambridge, MD",Micropolitan,Central
39059,15740,"Cambridge, OH",Micropolitan,Central
05013,15780,"Camden, AR",Micropolitan,Outlying
05103,15780,"Camden, AR",Micropolitan,Central
21087,15820,"Campbellsville, KY",Micropolitan,Outlying
21217,15820,"Campbellsville, KY",Micropolitan,Central
08043,15860,"Cañon City, CO",Micropolitan,Central
17057,15900,"Canton, IL",Micropolitan,Central
39019,15940,"Canton-Massillon, OH",Metropolitan,Outlying
39151,15940,"Canton-Massillon, OH",Metropolitan,Central
12071,15980,"Cape Coral-Fort Myers, FL",Metropolitan,Central
17003,16020,"Cape Girardeau, MO-IL",Metropolitan,Outlying
29017,16020,"Cape Girardeau, MO-IL",Metropolitan,Outlying
29031,16020,"Cape Girardeau, MO-IL",Metropolitan,Central
17077,16060,"Carbondale, IL",Micropolitan,Central
35015,16100,"Carlsbad-Artesia, NM",Micropolitan,Central
19027,16140,"Carroll, IA",Micropolitan,Central
32510,16180,"Carson City, NV",Metropolitan,Central
56025,16220,"Casper, WY",Metropolitan,Central
49021,16260,"Cedar City, UT",Micropolitan,Central
19011,16300,"Cedar Rapids, IA",Metropolitan,Outlying
19105,16300,"Cedar Rapids, IA",Metropolitan,Outlying
19113,16300,"Cedar Rapids, IA",Metropolitan,Central
13233,16340,"Cedartown, GA",Micropolitan,Central
39107,16380,"Celina, OH",Micropolitan,Central
17121,16460,"Centralia, IL",Micropolitan,Central
53041,16500,"Centralia, WA",Micropolitan,Central
42055,16540,"Chambersburg, PA",Metropolitan,Central
17019,16580,"Champaign-Urbana, IL",Metropolitan,Central
17053,16580,"Champaign-Urbana, IL",Metropolitan,Outlying
17147,16580,"Champaign-Urbana, IL",Metropolitan,Outlying
54005,16620,"Charleston, WV",Metropolitan,Outlying
54015,16620,"Charleston, WV",Metropolitan,Outlying
54039,16620,"Charleston, WV",Metropolitan,Central
17029,16660,"Charleston-Mattoon, IL",Micropolitan,Central
45015,16700,"Charleston-North Charleston, SC",Metropolitan,Central
45019,16700,"Charleston-North Charleston, SC",Metropolitan,Central
45035,16700,"Charleston-North Charleston, SC",Metropolitan,Central
37007,16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan,Outlying
37025,16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan,Outlying
37071,16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan,Outlying
37097,16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan,Central
37109,16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan,Outlying
37119,16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan,Central
37159,16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan,Outlying
37179,16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan,Central
45023,16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan,Outlying
45057,16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan,Outlying
45091,16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan,Outlying
51003,16820,"Charlottesville, VA",Metropolitan,Central
51065,16820,"Charlottesville, VA",Metropolitan,Outlying
51079,16820,"Charlottesville, VA",Metropolitan,Outlying
51125,16820,"Charlottesville, VA",Metropolitan,Outlying
51540,16820,"Charlottesville, VA",Metropolitan,Central
13047,16860,"Chattanooga, TN-GA",Metropolitan,Central
13083,16860,"Chattanooga, TN-GA",Metropolitan,Outlying
13295,16860,"Chattanooga, TN-GA",Metropolitan,Central
47065,16860,"Chattanooga, TN-GA",Metropolitan,Central
47115,16860,"Chattanooga, TN-GA",Metropolitan,Outlying
47153,16860,"Chattanooga, TN-GA",Metropolitan,Outlying
56021,16940,"Cheyenne, WY",Metropolitan,Central
17031,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan,Central
17037,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan,Outlying
17043,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan,Central
17063,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan,Outlying
17089,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan,Central
17093,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan,Central
17097,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan,Central
17111,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan,Central
17197,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan,Central
18073,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan,Outlying
18089,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan,Central
18111,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan,Outlying
18127,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan,Central
06007,17020,"Chico, CA",Metropolitan,Central
39141,17060,"Chillicothe, OH",Micropolitan,Central
18029,17140,"Cincinnati, OH-KY-IN",Metropolitan,Outlying
18047,17140,"Cincinnati, OH-KY-IN",Metropolitan,Outlying
18115,17140,"Cincinnati, OH-KY-IN",Metropolitan,Outlying
21015,17140,"Cincinnati, OH-KY-IN",Metropolitan,Central
21023,17140,"Cincinnati, OH-KY-IN",Metropolitan,Outlying
21037,17140,"Cincinnati, OH-KY-IN",Metropolitan,Central
21077,17140,"Cincinnati, OH-KY-IN",Metropolitan,Outlying
21081,17140,"Cincinnati, OH-KY-IN",Metropolitan,Outlying
21117,17140,"Cincinnati, OH-KY-IN",Metropolitan,Central
21191,17140,"Cincinnati, OH-KY-IN",Metropolitan,Outlying
39015,17140,"Cincinnati, OH-KY-IN",Metropolitan,Outlying
39017,17140,"Cincinnati, OH-KY-IN",Metropolitan,Central
39025,17140,"Cincinnati, OH-KY-IN",Metropolitan,Central
39061,17140,"Cincinnati, OH-KY-IN",Metropolitan,Central
39165,17140,"Cincinnati, OH-KY-IN",Metropolitan,Central
54017,17220,"Clarksburg, WV",Micropolitan,Outlying
54033,17220,"Clarksburg, WV",Micropolitan,Central
54091,17220,"Clarksburg, WV",Micropolitan,Outlying
28027,17260,"Clarksdale, MS",Micropolitan,Central
21047,17300,"Clarksville, TN-KY",Metropolitan,Outlying
21221,17300,"Clarksville, TN-KY",Metropolitan,Outlying
47125,17300,"Clarksville, TN-KY",Metropolitan,Central
47161,17300,"Clarksville, TN-KY",Metropolitan,Outlying
06033,17340,"Clearlake, CA",Micropolitan,Central
28011,17380,"Cleveland, MS",Micropolitan,Central
39007,17410,"Cleveland, OH",Metropolitan,Outlying
39035,17410,"Cleveland, OH",Metropolitan,Central
39055,17410,"Cleveland, OH",Metropolitan,Central
39085,17410,"Cleveland, OH",Metropolitan,Central
39093,17410,"Cleveland, OH",Metropolitan,Outlying
39103,17410,"Cleveland, OH",Metropolitan,Central
47011,17420,"Cleveland, TN",Metropolitan,Central
47139,17420,"Cleveland, TN",Metropolitan,Outlying
12043,17500,"Clewiston, FL",Micropolitan,Outlying
12051,17500,"Clewiston, FL",Micropolitan,Central
19045,17540,"Clinton, IA",Micropolitan,Central
35009,17580,"Clovis, NM",Micropolitan,Central
35041,17580,"Clovis, NM",Micropolitan,Outlying
72043,17620,"Coamo, PR",Micropolitan,Central
72133,17620,"Coamo, PR",Micropolitan,Central
72123,17640,"Coco, PR",Micropolitan,Central
56029,17650,"Cody, WY",Micropolitan,Central
16055,17660,"Coeur d'Alene, ID",Metropolitan,Central
26023,17740,"Coldwater, MI",Micropolitan,Central
48041,17780,"College Station-Bryan, TX",Metropolitan,Central
48051,17780,"College Station-Bryan, TX",Metropolitan,Outlying
48395,17780,"College Station-Bryan, TX",Metropolitan,Outlying
08041,17820,"Colorado Springs, CO",Metropolitan,Central
08119,17820,"Colorado Springs, CO",Metropolitan,Outlying
29019,17860,"Columbia, MO",Metropolitan,Central
29053,17860,"Columbia, MO",Metropolitan,Outlying
29089,17860,"Columbia, MO",Metropolitan,Outlying
45017,17900,"Columbia, SC",Metropolitan,Outlying
45039,17900,"Columbia, SC",Metropolitan,Outlying
45055,17900,"Columbia, SC",Metropolitan,Outlying
45063,17900,"Columbia, SC",Metropolitan,Central
45079,17900,"Columbia, SC",Metropolitan,Central
45081,17900,"Columbia, SC",Metropolitan,Outlying
01113,17980,"Columbus, GA-AL",Metropolitan,Central
13053,17980,"Columbus, GA-AL",Metropolitan,Central
13145,17980,"Columbus, GA-AL",Metropolitan,Outlying
13197,17980,"Columbus, GA-AL",Metropolitan,Outlying
13215,17980,"Columbus, GA-AL",Metropolitan,Central
13259,17980,"Columbus, GA-AL",Metropolitan,Outlying
13263,17980,"Columbus, GA-AL",Metropolitan,Outlying
18005,18020,"Columbus, IN",Metropolitan,Central
28087,18060,"Columbus, MS",Micropolitan,Central
28103,18060,"Columbus, MS",Micropolitan,Outlying
31037,18100,"Columbus, NE",Micropolitan,Outlying
31141,18100,"Columbus, NE",Micropolitan,Central
39041,18140,"Columbus, OH",Metropolitan,Central
39045,18140,"Columbus, OH",Metropolitan,Central
39049,18140,"Columbus, OH",Metropolitan,Central
39073,18140,"Columbus, OH",Metropolitan,Outlying
39089,18140,"Columbus, OH",Metropolitan,Outlying
39097,18140,"Columbus, OH",Metropolitan,Outlying
39117,18140,"Columbus, OH",Metropolitan,Outlying
39127,18140,"Columbus, OH",Metropolitan,Outlying
39129,18140,"Columbus, OH",Metropolitan,Outlying
39159,18140,"Columbus, OH",Metropolitan,Outlying
33013,18180,"Concord, NH",Micropolitan,Central
18041,18220,"Connersville, IN",Micropolitan,Central
47087,18260,"Cookeville, TN",Micropolitan,Outlying
47133,18260,"Cookeville, TN",Micropolitan,Outlying
47141,18260,"Cookeville, TN",Micropolitan,Central
47185,18260,"Cookeville, TN",Micropolitan,Outlying
41011,18300,"Coos Bay-North Bend, OR",Micropolitan,Central
21051,18340,"Corbin, KY",Micropolitan,Outlying
21121,18340,"Corbin, KY",Micropolitan,Central
21125,18340,"Corbin, KY",Micropolitan,Central
21235,18340,"Corbin, KY",Micropolitan,Central
13081,18380,"Cordele, GA",Micropolitan,Central
28003,18420,"Corinth, MS",Micropolitan,Central
13137,18460,"Cornelia, GA",Micropolitan,Central
36101,18500,"Corning, NY",Micropolitan,Central
48007,18580,"Corpus Christi, TX",Metropolitan,Outlying
48355,18580,"Corpus Christi, TX",Metropolitan,Central
48409,18580,"Corpus Christi, TX",Metropolitan,Central
48349,18620,"Corsicana, TX",Micropolitan,Central
36023,18660,"Cortland, NY",Micropolitan,Central
41003,18700,"Corvallis, OR",Metropolitan,Central
39031,18740,"Coshocton, OH",Micropolitan,Central
18107,18820,"Crawfordsville, IN",Micropolitan,Central
06015,18860,"Crescent City, CA",Micropolitan,Central
12091,18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan,Central
12131,18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan,Central
47035,18900,"Crossville, TN",Micropolitan,Central
01043,18980,"Cullman, AL",Micropolitan,Central
24001,19060,"Cumberland, MD-WV",Micropolitan,Central
54057,19060,"Cumberland, MD-WV",Micropolitan,Outlying
48085,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan,Central
48113,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan,Central
