ccn,provider_name,address,city,state,zip,county,ownership,certification_date,source,source_date
44T156,PARKRIDGE MEDICAL CENTER,2333 MCCALLIE AVE -,CHATTANOOGA,TN,37404,Hamilton,For profit,04/01/2003,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T175,CROCKETT HOSPITAL REHAB UNIT,1607 S LOCUST AVE -,LAWRENCEBURG,TN,38464,Lawrence,Non-profit,03/01/1997,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T183,SAINT FRANCIS HOSPITAL,5959 PARK AVENUE -,MEMPHIS,TN,38119,Shelby,For profit,03/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T187,JACK M ROE REHABILITATION UNIT,315 OAK ST -,LIVINGSTON,TN,38570,Overton,For profit,02/28/1999,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T197,SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD -,NASHVILLE,TN,37211,Davidson,For profit,06/01/2011,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T200,STONES RIVER HOSPITAL,324 DOOLITTLE ROAD -,WOODBURY,TN,37190,Cannon,For profit,01/01/2006,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T231,TRUSTPOINT HOSPITAL OF MURFREESBORO,1009 N THOMPSON LANE -,MURFREESBORO,TN,37129,Rutherford,For profit,09/05/2024,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453025,TIRR MEMORIAL HERMANN,1333 MOURSUND AVE -,HOUSTON,TX,77030,Harris,Non-profit,01/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453029,HEALTHSOUTH REHABILITATION HOSPITAL OF HUMBLE,19002 MCKAY DRIVE -,HUMBLE,TX,77338,Harris,For profit,11/21/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SAN AN,9119 CINNAMON HILL -,SAN ANTONIO,TX,78240,Bexar,For profit,06/14/1988,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453035,WARM SPRINGS REHAB HOSPITAL OF SAN ANTONIO LLC,5101 MEDICAL DR -,SAN ANTONIO,TX,78229,Bexar,For profit,02/22/1989,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453036,BAYLOR SCOTT & WHITE INSTITUTE FOR REHABILITATION,909 NORTH WASHINGTON AVENUE -,DALLAS,TX,75246,Dallas,For profit,02/16/1989,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453040,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ARLING,3200 MATLOCK ROAD -,ARLINGTON,TX,76015,Tarrant,For profit,05/04/1990,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453042,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CITY,6701 OAKMONT BOULEVARD -,FORT WORTH,TX,76132,Tarrant,For profit,07/10/1990,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453047,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PLANO,2800 W 15TH ST -,PLANO,TX,75075,Collin,For profit,03/26/1991,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453048,PAM REHABILITATION HOSPITAL OF BEAUMONT,3340 PLAZA 10 DRIVE -,BEAUMONT,TX,77707,Jefferson,For profit,03/28/1991,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453053,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TEXARK,515 WEST 12TH ST -,TEXARKANA,TX,75501,Bowie,For profit,04/30/1992,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453054,HEALTHSOUTH REHAB HOSPITAL OF WICHITA FALLS,3901 ARMORY ROAD -,WICHITA FALLS,TX,76301,Wichita,For profit,07/09/1992,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453056,"CHRISTUS TRINITY MOTHER FRANCES REHAB, A PARTNER O",3131 TROUP HWY -,TYLER,TX,75701,Smith,For profit,02/04/1993,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453057,HEALTHSOUTH REHABILITATION OF MIDLAND ODESSA,1800 HERITAGE BOULEVARD -,MIDLAND,TX,79707,Midland,For profit,02/17/1993,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453059,ENCOMPASS HEALTH REHABILITATION HOSP OF THE WOODLA,18550 I 45 SOUTH -,CONROE,TX,77384,Montgomery,For profit,05/26/1993,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453072,UT HEALTH EAST TEXAS REHABILITATION HOSPITAL,701 OLYMPIC PLAZA CIRCLE -,TYLER,TX,75701,SMITH,For profit,08/10/1995,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453091,WESLACO REGIONAL REHABILITATION HOSPITAL LLC,906 JAMES STREET -,WESLACO,TX,78596,Hidalgo,For profit,10/07/2004,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453092,SOUTH TEXAS REHABILTATION HOSPITAL,425 EAST ALTON GLOOR BLVD -,BROWNSVILLE,TX,78526,Cameron,For profit,05/16/2005,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T002,PROVIDENCE MEMORIAL HOSPITAL,2001 N OREGON ST -,EL PASO,TX,79902,El Paso,For profit,01/01/1994,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T007,SID PETERSON MEMORIAL HOSPITAL,551 HILL COUNTRY DR. -,KERRVILLE,TX,78028,Kerr,Non-profit,07/01/2002,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T011,ST JOSEPH REGIONAL REHAB,1600 JOSEPH DRIVE -,BRYAN,TX,77802,Brazos,Non-profit,12/30/1997,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T015,PARKLAND HEALTH HOSPITAL SYS,5200 HARRY HINES BLVD -,DALLAS,TX,75235,Dallas,Government,10/01/2018,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T029,LAREDO MEDICAL CENTER,1700 E SAUNDERS ST -,LAREDO,TX,78041,Webb,For profit,10/01/2024,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T032,CHRISTUS GOOD SHEPHERD MEDICAL CENTER - LONGVIEW,700 EAST MARSHALL AVENUE -,LONGVIEW,TX,75601,Harrison,Non-profit,09/27/2000,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T033,VALLEY BAPTIST HEALTH SYSTEM REHAB UNIT,2101 PEASE STREET -,HARLINGEN,TX,78550,Cameron,For profit,09/01/1995,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T035,ST. JOSEPH MEDICAL CENTER,1401 ST. JOSEPH PARKWAY GWS 3381,HOUSTON,TX,77002,Harris,Physician,06/30/1996,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T042,ASCENSION PROVIDENCE,6901 MEDICAL PARKWAY -,WACO,TX,76712,McLennan,Non-profit,07/01/2024,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T044,UT SOUTHWESTERN INPATIENT REHABILITATION,5151 HARRY HINES BLVD -,DALLAS,TX,75235,Dallas,Government,09/01/2019,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T046,CHRISTUS SPOHN REHABILITIATION CENTER,600 ELIZABETH ST. -,CORPUS CHRISTI,TX,78404,Nueces,Non-profit,07/01/1999,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T058,BAPTIST HEALTH SYSTEM,7930 FLOYD CURL -,SAN ANTONIO,TX,78229,Bexar,For profit,01/01/2003,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T068,MEMORIAL HERMANN TEXAS MEDICAL CENTER REHAB UNIT,6411 FANNIN -,HOUSTON,TX,77030,Harris,Non-profit,10/01/1995,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T072,BRAZOSPORT MEMORIAL HOSPITAL,100 MEDICAL DRIVE -,LAKE JACKSON,TX,77566,Brazoria,Non-profit,01/01/1996,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T079,BAYLOR SCOTT & WHITE INSTITUTE FOR REHABILITATION,1901 N. MACARTHUR -,IRVING,TX,75061,Dallas,Non-profit,07/01/2016,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T080,TITUS REGIONAL MEDICAL CENTER,2001 N. JEFFERSON -,MT. PLEASANT,TX,75455,Franklin,Government,10/01/1995,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T092,FORT DUNCAN REGIONAL MEDICAL CENTER,3333 N FOSTER MALDONADO BLVD -,EAGLE PASS,TX,78852,Maverick,For profit,01/01/2007,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T097,HCA HOUSTON HEALTHCARE SOUTHEAST,4000 SPENCER HIGHWAY -,PASADENA,TX,77504,Harris,For profit,01/01/1996,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T101,HILLCREST BAPTIST MED CTR,100 HILLCREST MEDICAL BLVD -,WACO,TX,76712,McLennan,Non-profit,06/01/2010,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T104,GUADALUPE REGIONAL MEDICAL CTR,1215 EAST COURT STREET -,SEGUIN,TX,78155,Guadalupe,Government,10/01/2004,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T107,LAS PALMAS REHABILITATION HOSPITAL,300 WAYMORE -,EL PASO,TX,79902,El Paso,For profit,01/01/2004,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T119,EDINBURG REGIONAL MEDICAL CTR,1102 W TRENTON PO BOX 2000,EDINBURG,TX,78539,Hidalgo,For profit,01/01/2018,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T137,BAYLOR MEDICAL CENTER AT ALL SAINTS,1400 EIGHTH AVENUE -,FORT WORTH,TX,76104,Tarrant,Non-profit,06/30/2010,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T147,DETAR HEALTHCARE SYSTEM,506 E SAN ANTONIO P.O. BOX 2089,VICTORIA,TX,77902,Victoria,For profit,10/01/1995,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T176,MISSION REGIONAL MEDICAL CENTER,900 S. BRYAN RD. -,MISSION,TX,78572,Hidalgo,Non-profit,10/01/1998,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T184,MEMORIAL HERMANN HOSPITAL,7737 SW FWY -,HOUSTON,TX,77074,Harris,Non-profit,06/30/1996,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T193,ST. LUKES EPISCOPAL HOSPITAL,6720 BERTNER -,HOUSTON,TX,77030,Harris,Non-profit,10/01/1995,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T196,PARIS REGIONAL MEDICAL CENTER,820 CLARKSVILLE STREET 865 DESHONG DRIVE,PARIS,TX,75460,Lamar,For profit,01/01/1995,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T209,NORTHWEST TEXAS HEALTHCARE SYS,1501 S COULTER -,AMARILLO,TX,79109,Potter,Non-profit,01/01/2014,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T211,MEMORIAL MED CENTER OF EAST TE,1201 WEST FRANK STREET -,LUFKIN,TX,75901,Angelina,Non-profit,01/01/1995,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T213,UNIVERSITY HEALTH SYSTEM,4502 MEDICAL DRIVE -,SAN ANTONIO,TX,78229,Bexar,Government,07/01/2015,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T222,CHCA CONROE LP,504 MEDICAL CENTER BLVD -,CONROE,TX,77304,Montgomery,For profit,01/01/2014,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T229,HENDRICK CENTER FOR REHABILITATION,1934 HICKORY -,ABILENE,TX,79601,Taylor,Non-profit,09/01/1998,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T231,BSA HEALTH SYSTEM,1600 WALLACE BLVD -,AMARILLO,TX,79106,Potter,For profit,12/31/1997,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T236,CHRISTUS MOTHER FRANCES HOSPITAL- SULPHUR SPRINGS,115 AIRPORT ROAD -,SULPHUR SPRINGS,TX,75482,Hopkins,Non-profit,10/01/2003,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T324,REBA MC ENTIRE CTR FOR REHAB,1200 REBA MCENTIRE LANE -,DENISON,TX,75020,Grayson,For profit,07/01/1995,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T346,MEMORIAL HERMANN BAPTIST BEAUMONT,3080 COLLEGE ST -,BEAUMONT,TX,77701,Jefferson,Non-profit,08/25/2004,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T347,HUNTSVILLE MEMORIAL HOSPITAL,"110 MEMORIAL HOSPITAL DRIVE P.O. BOX 4001, HUNTSVILLE, TX",HUNTSVILLE,TX,77340,Walker,Non-profit,11/01/2005,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T352,HUNT MEMORIAL HOSPITAL DISTRIC,4215 JOE RAMSEY BLVD -,GREENVILLE,TX,75401,Hunt,Government,10/01/2011,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T358,HOUSTON METHODIST HOSPITAL,6447 MAIN STREET -,HOUSTON,TX,77030,Harris,Non-profit,01/01/1996,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T388,METHODIST HOSPITAL NORTHEAST,12412 JUDSON RD -,LIVE OAK,TX,78233,Bexar,For profit,07/01/2002,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T403,MEDICAL CENTER OF MCKINNEY,130 S CENTRAL EXPRESSWAY -,MCKINNEY,TX,75070,Collin,For profit,09/01/2018,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T431,ST DAVIDS MEDICAL CENTER,919 E 32ND ST -,AUSTIN,TX,78705,Travis,For profit,10/01/2009,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T462,TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,8200 WALNUT HILL LANE JACKSON BUILDING 3RD FLOOR,DALLAS,TX,75231,Dallas,Non-profit,12/02/2015,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T508,MEMORIAL HOSPITAL CECIL R. BOMAR REHAB,1204 N. MOUND ST. -,NACOGDOCHES,TX,75961,Nacogdoches,For profit,06/30/1996,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T617,CLEAR LAKE REGIONAL MEDICAL CENTER,500 MEDICAL CENTER BLVD -,WEBSTER,TX,77598,Harris,For profit,04/01/2011,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T634,DENTON REGIONAL MEDICAL CENTER,3535 SOUTH I-35 EAST -,DENTON,TX,76210,Denton,For profit,06/01/2024,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T638,HOUSTON NORTHWEST MEDICAL CTR,710 CYPRESS CREEK PKWY -,HOUSTON,TX,77040,Harris,For profit,04/05/2016,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T644,WEST HOUSTON MEDICAL CENTER,12141 RICHMOND AVE -,HOUSTON,TX,77082,Harris,For profit,01/01/1996,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T647,MEDICAL CITY DALLAS HOSPITAL,7777 FOREST LANE 9TH FLOOR - INPATIENT REHAB,DALLAS,TX,75230,Dallas,For profit,06/01/2016,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T651,MEDICAL CENTER OF PLANO,1620 COIT ROAD INPATIENT REHAB - BUILDING 2,PLANO,TX,75075,Collin,For profit,06/01/2015,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T661,ODESSA REGIONAL MEDICAL CENTER,520 E 6TH ST -,ODESSA,TX,79761,Ector,For profit,10/01/2008,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T668,SIERRA MEDICAL CENTER,1625 MEDICAL CENTER DR. -,EL PASO,TX,79902,El Paso,For profit,06/01/2013,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T669,MEDICAL CITY LEWISVILLE,500 W MAIN ST -,LEWISVILLE,TX,75057,Denton,Non-profit,06/01/2016,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T670,TOMBALL REGIONAL MEDICAL CTR,605 HOLDERRIETH BLVD -,TOMBALL,TX,77375,Harris,For profit,06/30/1996,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T672,MEDICAL CITY FORT WORTH,900 EIGHTH AVE -,FORT WORTH,TX,76104,Tarrant,For profit,02/01/2016,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T675,MEDICAL CITY ARLINGTON REHAB,3301 MATLOCK ROAD -,ARLINGTON,TX,76015,Tarrant,For profit,06/01/2017,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T702,LONGVIEW REGIONAL MEDICAL CENTER,2901 NORTH FOURTH STREET -,LONGVIEW,TX,75605,Gregg,For profit,10/01/2023,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T711,RIO GRANDE REGIONAL HOSPITAL,101 E RIDGE RD -,MCALLEN,TX,78503,Hidalgo,For profit,10/01/2022,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T718,ROUND ROCK INPT REHAB UNIT,2400 ROUND ROCK AVE -,ROUND ROCK,TX,78681,Williamson,For profit,03/01/2011,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T747,PALESTINE REGIONAL MEDICAL CENTER,2900 SOUTH LOOP 256 -,PALESTINE,TX,75801,Anderson,For profit,01/01/2011,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T775,HCA HOUSTON HEALTHCARE KINGWOOD,22999 U.S. HWY 59 -,KINGWOOD,TX,77339,Harris,For profit,01/01/1996,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T788,CORPUS CHRISTI MEDICAL CENTER,3315 S ALAMEDA ST -,CORPUS CHRISTI,TX,78411,Nueces,Non-profit,09/01/2012,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T801,CHRISTUS ST MICHAEL HEALTH SYSTEM,2600 ST MICHAEL DR -,TEXARKANA,TX,75503,Bowie,Non-profit,07/01/2022,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T809,NORTH AUSTIN MEDICAL CENTER,12221 NORTH MOPAC EXPRESSWAY -,AUSTIN,TX,78758,Travis,For profit,07/01/2003,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T862,CHI ST. LUKES HEALTH - BAYLOR REHABILITATION,17200 ST. LUKE'S WAY -,THE WOODLANDS,TX,77384,Montgomery,Non-profit,07/01/2016,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T869,DOCTORS HOSPITAL AT RENAISSANCE,5501 S. MCCOLL -,EDINBURG,TX,78539,Hidalgo,Physician,01/01/2006,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45TA23,KINDRED HOSPITAL HOUSTON MEDICAL CENTER,6441 MAIN ST -,HOUSTON,TX,77030,Harris,For profit,09/01/2020,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45TA34,CORNERSTONE SPECIALTY HOSPITALS AUSTIN,4207 BURNET RD -,AUSTIN,TX,78756,Travis,For profit,09/01/2021,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45TA38,TEXAS NEURO REHABILITATION CENTER,1106 W DITTMAR -,AUSTIN,TX,78745,Travis,For profit,01/01/2025,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45TA39,KINDRED HOSPITAL HOUSTON NW,11297 FALLBROOK -,HOUSTON,TX,77065,Harris,For profit,09/01/2022,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45TA62,POST ACUTE MEDICAL AT LULING LLC,200 MEMORIAL DRIVE -,LULING,TX,78648,Caldwell,For profit,01/01/2020,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45TA80,KINDRED HOSPITAL SUGAR LAND,1550 FIRST COLONY BOULEVARD -,SUGAR LAND,TX,77479,Fort Bend,For profit,09/01/2020,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45TA83,MID-JEFFERSON EXTENDED CARE HOSPITAL,2600 HWY 365 -,NEDERLAND,TX,77627,Jefferson,For profit,09/01/2022,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45TA94,PAM SPECIALTY HOSPITAL OF VICTORIA NORTH,102 MEDICAL DRIVE -,VICTORIA,TX,77904,Victoria,For profit,01/01/2020,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45TB06,PAM SPECIALTY HOSPITAL OF NEW BRAUNFELS,1445 HANZ DRIVE -,NEW BRAUNFELS,TX,78130,Comal,For profit,10/02/2020,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45TB08,KINDRED HOSPITAL DALLAS CENTRAL,8050 MEADOWS ROAD -,DALLAS,TX,75231,Dallas,For profit,09/01/2022,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
463025,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF UTAH,8074 SOUTH 1300 EAST -,SANDY,UT,84094,Salt Lake,For profit,03/28/1988,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
463027,NORTHERN UTAH REHABILITATION HOSPITAL,5825 HARRISON BOULEVARD -,SOUTH OGDEN,UT,84403,Weber,For profit,05/22/2014,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
46T001,UTAH VALLEY HOSPITAL,1034 NORTH 500 WEST -,PROVO,UT,84604,Utah,Non-profit,01/01/2017,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
46T004,MCKAY-DEE HOSPITAL - INPATIENT REHABILITATION,4401 HARRISON BLVD -,OGDEN,UT,84403,Weber,Non-profit,01/01/2020,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
46T005,OGDEN REGIONAL MEDICAL CENTER,5475 S. 500 E. -,OGDEN,UT,84405,Weber,For profit,07/01/1997,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
46T009,UNIVERSITY OF UTAH HOSPITALS AND CLINICS,50 NORTH MEDICAL DRIVE -,SALT LAKE CITY,UT,84132,Salt Lake,Government,07/01/2025,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
46T010,INTERMOUNTAIN MEDICAL CENTER,5121 SO. COTTONWOOD STREET -,MURRAY,UT,84157,Salt Lake,Non-profit,01/01/2020,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
46T021,DIXIE REGIONAL MEDICAL CENTER,1380 E. MEDICAL CENTER DR. EAST TOWER 1ST FLOOR,ST GEORGE,UT,84790,Washington,Non-profit,01/01/2017,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
46T047,ST MARKS HOSPITAL,1200 E 3900 SOUTH -,SALT LAKE CITY,UT,84124,Salt Lake,For profit,08/11/2016,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
46T051,JORDAN VALLEY MEDICAL CENTER,3580 W 9000 S -,WEST JORDAN,UT,84088,Salt Lake,Non-profit,07/01/2019,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
46TA05,UTAH VALLEY SPECIALTY HOSPITAL,306 WEST RIVER BEND LANE -,PROVO,UT,84604,Utah,For profit,03/01/2024,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
47R302,MT ASCUTNEY HOSPITAL HEALTH CENTER,289 COUNTY ROAD -,WINDSOR,VT,05089,Windsor,Non-profit,10/01/2004,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
47T003,THE UNIVERSITY OF VERMONT MEDICAL CENTER INPATIENT,FANNY ALLEN CAMPUS 790 COLLEGE PARKWAY,COLCHESTER,VT,05446,Chittenden,Non-profit,10/01/1983,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
493027,RIVERSIDE REHABILITATION INSTITUTE,250 JOSEPHS DRIVE -,YORKTOWN,VA,23692,York,Non-profit,07/02/1986,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
493028,ENCOMPASS HEALTH REHAB HOSPITAL OF RICHMOND,5700 FITZHUGH AVENUE -,RICHMOND,VA,23226,Henrico,For profit,06/09/1992,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
493029,UVA ENCOMPASS HEALTH REHABILITATION HOSPITAL,515 RAY C HUNT DRIVE -,CHARLOTTESVILLE,VA,22903,Charlottesville City,For profit,08/31/1998,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
493031,ENCOMPASS HEALTH REHAB HOSPITAL OF PETERSBURG,95 MEDICAL PARK BLVD -,PETERSBURG,VA,23805,Petersburg City,For profit,08/03/2006,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
493032,ENCOMPASS HEALTH REHAB HOSPITAL OF FREDERICKSBURG,300 PARK HILL DRIVE -,FREDERICKSBURG,VA,22401,Fredericksburg City,For profit,09/05/2007,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
493033,ENCOMPASS HEALTH REHAB HOSPITAL OF NORTHERN VA,24430 MILLSTREAM DRIVE -,ALDIE,VA,20105,Loudoun,For profit,07/27/2010,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
493034,REHABILITATION HOSPITAL OF BRISTOL,103 NORTH STREET -,BRISTOL,VA,24201,Bristol City,For profit,09/02/2010,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
493036,SHELTERING ARMS INSTITUTE,2000 WILKES RIDGE PLACE -,RICHMOND,VA,23233,Henrico,Non-profit,06/10/2020,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
