ccn,cahps_summary_star,cahps_professional_star,cahps_communication_star,cahps_medicines_star,cahps_overall_star,cahps_overall_9_10_pct,cahps_recommend_pct,source,source_date
427057,5.0,5.0,5.0,5.0,4.0,92.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427058,4.0,4.0,4.0,5.0,4.0,86.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427061,3.0,3.0,4.0,3.0,3.0,85.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427063,4.0,4.0,5.0,4.0,4.0,85.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427065,4.0,4.0,4.0,3.0,4.0,87.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427067,4.0,4.0,5.0,3.0,3.0,86.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427068,5.0,5.0,5.0,5.0,4.0,90.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427075,,,,,,90.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427077,5.0,5.0,5.0,4.0,4.0,90.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427078,5.0,5.0,5.0,5.0,4.0,91.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427079,4.0,4.0,4.0,4.0,4.0,88.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427109,3.0,3.0,3.0,4.0,3.0,85.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427112,4.0,4.0,5.0,4.0,4.0,88.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427116,4.0,4.0,4.0,3.0,3.0,86.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427117,5.0,5.0,5.0,4.0,4.0,88.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427119,4.0,4.0,5.0,4.0,3.0,85.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427121,,,,,,99.0,98.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427123,4.0,4.0,5.0,4.0,4.0,90.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427124,3.0,3.0,3.0,3.0,3.0,85.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427128,4.0,4.0,5.0,3.0,4.0,87.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427129,4.0,4.0,4.0,3.0,3.0,82.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427130,3.0,3.0,2.0,3.0,2.0,82.0,73.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427131,5.0,4.0,5.0,5.0,4.0,92.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427132,5.0,5.0,5.0,4.0,4.0,90.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427134,5.0,5.0,5.0,5.0,5.0,93.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427135,4.0,4.0,4.0,4.0,4.0,86.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427136,4.0,4.0,4.0,4.0,4.0,89.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427137,4.0,4.0,4.0,4.0,4.0,87.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427138,3.0,3.0,3.0,4.0,3.0,82.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427141,4.0,4.0,4.0,5.0,4.0,86.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427142,5.0,5.0,5.0,4.0,4.0,89.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427300,5.0,5.0,5.0,4.0,4.0,88.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427302,4.0,4.0,5.0,2.0,4.0,88.0,73.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427303,4.0,4.0,3.0,4.0,4.0,90.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427304,3.0,3.0,3.0,2.0,2.0,79.0,69.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427846,4.0,4.0,4.0,3.0,4.0,88.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427850,4.0,4.0,5.0,4.0,4.0,89.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427854,5.0,4.0,5.0,5.0,4.0,91.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427856,3.0,3.0,4.0,3.0,3.0,85.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427861,5.0,5.0,5.0,3.0,5.0,93.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
427863,5.0,5.0,5.0,5.0,4.0,91.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
437003,3.0,3.0,4.0,3.0,3.0,83.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
437004,5.0,5.0,5.0,5.0,4.0,90.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
437006,4.0,4.0,5.0,3.0,3.0,84.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
437008,3.0,2.0,2.0,5.0,2.0,78.0,73.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
437019,4.0,4.0,4.0,5.0,4.0,87.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
437024,5.0,4.0,5.0,5.0,4.0,94.0,91.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
437030,4.0,5.0,4.0,5.0,3.0,87.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
437037,4.0,4.0,4.0,3.0,4.0,86.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
437039,,,,,,89.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
437041,5.0,5.0,5.0,5.0,4.0,89.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
437046,5.0,5.0,5.0,5.0,5.0,91.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
437047,,,,,,83.0,65.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
437051,3.0,3.0,3.0,4.0,2.0,80.0,72.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
437053,,,,,,94.0,90.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
437067,,,,,,77.0,74.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
437070,,,,,,97.0,92.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
437077,,,,,,93.0,98.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
437081,3.0,3.0,3.0,2.0,2.0,87.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
437084,5.0,4.0,5.0,5.0,4.0,87.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
437086,5.0,5.0,5.0,4.0,5.0,94.0,91.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
437300,,,,,,98.0,99.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447080,,,,,,79.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447086,4.0,4.0,4.0,4.0,4.0,90.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447101,4.0,4.0,5.0,4.0,4.0,89.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447107,4.0,4.0,4.0,4.0,4.0,89.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447108,4.0,5.0,5.0,3.0,4.0,90.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447109,4.0,4.0,5.0,4.0,4.0,90.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447111,3.0,3.0,4.0,2.0,3.0,86.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447114,4.0,4.0,5.0,4.0,4.0,88.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447124,4.0,4.0,5.0,3.0,4.0,87.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447125,4.0,4.0,5.0,4.0,4.0,92.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447126,5.0,5.0,5.0,5.0,5.0,92.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447129,3.0,3.0,3.0,2.0,3.0,86.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447131,5.0,5.0,5.0,4.0,4.0,92.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447138,4.0,4.0,4.0,5.0,4.0,87.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447139,4.0,4.0,5.0,4.0,4.0,90.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447142,4.0,4.0,4.0,4.0,4.0,90.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447150,4.0,3.0,4.0,5.0,3.0,85.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447152,3.0,4.0,4.0,2.0,3.0,78.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447153,4.0,4.0,4.0,4.0,4.0,90.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447156,4.0,5.0,4.0,4.0,4.0,92.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447163,4.0,4.0,5.0,4.0,4.0,90.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447176,5.0,4.0,5.0,5.0,4.0,90.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447183,4.0,4.0,5.0,4.0,3.0,90.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447184,5.0,5.0,5.0,5.0,5.0,92.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447188,5.0,5.0,5.0,4.0,5.0,94.0,90.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447190,5.0,5.0,5.0,5.0,5.0,94.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447191,4.0,4.0,5.0,4.0,4.0,89.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447195,5.0,5.0,5.0,3.0,5.0,94.0,92.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447201,5.0,4.0,5.0,5.0,4.0,90.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447206,4.0,4.0,5.0,4.0,4.0,90.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447213,2.0,2.0,2.0,3.0,2.0,84.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447225,4.0,4.0,4.0,4.0,4.0,90.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447226,,,,,,79.0,62.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447230,5.0,4.0,5.0,5.0,4.0,91.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447238,4.0,4.0,5.0,4.0,4.0,90.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447240,3.0,3.0,3.0,2.0,2.0,82.0,72.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447247,5.0,5.0,5.0,5.0,5.0,90.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447249,4.0,4.0,4.0,3.0,4.0,87.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447254,3.0,3.0,4.0,3.0,3.0,80.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447259,5.0,4.0,5.0,5.0,4.0,91.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447260,4.0,4.0,5.0,4.0,4.0,90.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447263,4.0,4.0,4.0,4.0,4.0,87.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447264,5.0,5.0,5.0,5.0,5.0,93.0,92.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447269,4.0,4.0,3.0,4.0,3.0,85.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447271,3.0,4.0,4.0,2.0,3.0,83.0,73.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447276,4.0,4.0,5.0,4.0,4.0,91.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447277,5.0,4.0,5.0,5.0,4.0,86.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447278,5.0,4.0,5.0,5.0,4.0,91.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447279,4.0,4.0,5.0,4.0,4.0,87.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447284,5.0,5.0,5.0,5.0,4.0,89.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447291,4.0,4.0,5.0,4.0,4.0,90.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447296,4.0,4.0,5.0,4.0,4.0,86.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447298,4.0,4.0,4.0,5.0,4.0,89.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447312,4.0,4.0,5.0,4.0,4.0,90.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447316,5.0,5.0,5.0,5.0,5.0,92.0,93.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447402,4.0,4.0,5.0,4.0,4.0,89.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447403,4.0,4.0,4.0,3.0,4.0,89.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447404,5.0,5.0,5.0,4.0,5.0,96.0,91.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447406,5.0,5.0,5.0,5.0,5.0,92.0,90.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447407,4.0,3.0,4.0,4.0,3.0,87.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447408,4.0,5.0,4.0,4.0,4.0,90.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447417,4.0,4.0,4.0,5.0,4.0,91.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447422,4.0,4.0,5.0,4.0,4.0,91.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447424,,,,,,92.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447425,4.0,4.0,5.0,4.0,4.0,91.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447428,4.0,4.0,5.0,2.0,4.0,90.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447434,5.0,5.0,5.0,3.0,5.0,93.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447442,,,,,,72.0,59.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447444,5.0,5.0,5.0,5.0,4.0,91.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447449,4.0,4.0,5.0,4.0,4.0,90.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447451,4.0,4.0,4.0,3.0,4.0,90.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447454,4.0,4.0,4.0,3.0,4.0,92.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447466,4.0,4.0,4.0,4.0,4.0,87.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447469,5.0,4.0,5.0,5.0,4.0,88.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447471,4.0,4.0,4.0,4.0,3.0,85.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447476,4.0,4.0,5.0,3.0,4.0,90.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447487,5.0,5.0,5.0,5.0,4.0,89.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447488,4.0,3.0,5.0,4.0,3.0,85.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447489,,,,,,95.0,93.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447495,4.0,4.0,4.0,4.0,3.0,82.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447499,5.0,5.0,5.0,5.0,5.0,96.0,94.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447500,5.0,5.0,5.0,4.0,4.0,88.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447503,3.0,4.0,3.0,3.0,3.0,88.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447505,4.0,4.0,5.0,4.0,4.0,89.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447506,4.0,4.0,5.0,4.0,4.0,89.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447513,4.0,4.0,4.0,4.0,3.0,86.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447517,4.0,4.0,5.0,4.0,4.0,91.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447528,4.0,4.0,5.0,4.0,4.0,88.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447538,3.0,3.0,3.0,2.0,2.0,80.0,72.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447551,4.0,4.0,4.0,4.0,3.0,87.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447552,4.0,4.0,5.0,4.0,4.0,89.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447557,5.0,5.0,5.0,5.0,5.0,92.0,91.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447558,4.0,4.0,5.0,4.0,4.0,90.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447559,4.0,4.0,5.0,4.0,4.0,87.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447561,5.0,5.0,5.0,5.0,5.0,93.0,91.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447563,4.0,4.0,4.0,3.0,4.0,87.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447564,3.0,3.0,3.0,2.0,3.0,81.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447565,4.0,4.0,4.0,3.0,4.0,88.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447566,3.0,3.0,4.0,2.0,3.0,87.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447567,4.0,4.0,4.0,3.0,4.0,88.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447570,2.0,1.0,3.0,1.0,3.0,87.0,48.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447574,5.0,5.0,5.0,5.0,4.0,90.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447577,3.0,3.0,4.0,2.0,3.0,84.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447578,4.0,4.0,4.0,3.0,3.0,85.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447579,,,,,,60.0,46.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447581,4.0,4.0,4.0,4.0,4.0,87.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447583,3.0,3.0,3.0,2.0,2.0,79.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447584,,,,,,100.0,91.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447585,2.0,2.0,3.0,2.0,2.0,80.0,70.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447823,,,,,,84.0,59.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
447826,4.0,3.0,4.0,4.0,4.0,85.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453104,3.0,3.0,2.0,2.0,3.0,89.0,71.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453107,,,,,,96.0,69.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453118,,,,,,75.0,63.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453121,4.0,4.0,4.0,4.0,4.0,89.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453125,4.0,2.0,5.0,5.0,4.0,88.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453132,,,,,,67.0,48.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453135,4.0,4.0,4.0,4.0,4.0,87.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453140,,,,,,95.0,95.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453141,4.0,4.0,5.0,3.0,4.0,85.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453144,,,,,,96.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453145,,,,,,92.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453150,4.0,4.0,3.0,4.0,3.0,89.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453151,5.0,5.0,5.0,5.0,4.0,89.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453157,3.0,2.0,2.0,3.0,3.0,82.0,68.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453158,,,,,,80.0,67.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453164,5.0,5.0,4.0,5.0,5.0,92.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453174,,,,,,85.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453177,2.0,2.0,2.0,2.0,2.0,78.0,66.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453182,4.0,4.0,5.0,4.0,4.0,87.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453185,4.0,5.0,4.0,2.0,3.0,83.0,73.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453188,,,,,,99.0,98.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453194,3.0,4.0,3.0,2.0,3.0,85.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453195,2.0,2.0,2.0,2.0,1.0,70.0,67.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
453199,3.0,4.0,3.0,1.0,3.0,81.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457015,4.0,3.0,3.0,5.0,3.0,89.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457024,5.0,5.0,5.0,5.0,5.0,96.0,93.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457047,5.0,5.0,5.0,5.0,5.0,93.0,90.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457050,2.0,2.0,3.0,2.0,2.0,83.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457094,4.0,4.0,5.0,2.0,4.0,85.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457095,5.0,4.0,5.0,4.0,5.0,90.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457096,4.0,4.0,5.0,4.0,4.0,90.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457099,,,,,,58.0,51.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457107,5.0,5.0,5.0,5.0,5.0,97.0,92.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457124,5.0,5.0,5.0,5.0,4.0,93.0,91.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457126,4.0,4.0,4.0,4.0,4.0,89.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457128,5.0,5.0,5.0,5.0,5.0,93.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457146,,,,,,71.0,67.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457159,3.0,3.0,4.0,2.0,3.0,88.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457173,4.0,4.0,5.0,4.0,4.0,91.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457174,4.0,4.0,5.0,4.0,4.0,90.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457193,5.0,5.0,5.0,5.0,5.0,92.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457210,5.0,4.0,5.0,4.0,5.0,96.0,92.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457216,4.0,4.0,5.0,5.0,3.0,85.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457222,4.0,4.0,5.0,4.0,4.0,84.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457247,3.0,3.0,2.0,5.0,2.0,74.0,74.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457251,3.0,4.0,3.0,3.0,2.0,82.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457264,3.0,3.0,4.0,3.0,2.0,81.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457377,4.0,4.0,4.0,5.0,4.0,90.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457381,,,,,,84.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457383,,,,,,89.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457384,,,,,,93.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457443,4.0,4.0,3.0,4.0,3.0,87.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457489,,,,,,92.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457503,4.0,4.0,5.0,4.0,4.0,90.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
457506,2.0,2.0,1.0,2.0,1.0,77.0,70.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
