ccn,cahps_facility_star,cahps_nephrologist_comm_star,cahps_center_care_star,cahps_information_star,cahps_nephrologist_star,cahps_staff_star,source,source_date
452863,5.0,4.0,5.0,4.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
452864,2.0,3.0,3.0,4.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
452865,4.0,4.0,5.0,5.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
452866,3.0,4.0,3.0,4.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
452870,4.0,3.0,3.0,4.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
452872,3.0,3.0,3.0,4.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
452873,3.0,1.0,3.0,2.0,1.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
452875,2.0,2.0,2.0,2.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
452881,2.0,2.0,4.0,4.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
452883,1.0,2.0,1.0,3.0,3.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
452890,3.0,4.0,3.0,4.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
452892,3.0,3.0,4.0,4.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
452896,2.0,2.0,3.0,3.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
453500,3.0,2.0,3.0,4.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
453502,3.0,4.0,3.0,4.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
453504,5.0,4.0,4.0,5.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
453512,4.0,4.0,4.0,4.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
462525,2.0,1.0,2.0,4.0,1.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
462530,3.0,3.0,2.0,3.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
462532,2.0,4.0,3.0,4.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
462533,3.0,2.0,3.0,4.0,3.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
462537,4.0,2.0,5.0,4.0,3.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
462542,4.0,2.0,3.0,4.0,3.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
463501,5.0,5.0,5.0,5.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
472301,5.0,5.0,5.0,5.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
473503,4.0,2.0,4.0,1.0,3.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492301,2.0,3.0,2.0,2.0,3.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492501,1.0,1.0,1.0,2.0,1.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492502,1.0,3.0,3.0,3.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492504,2.0,2.0,3.0,2.0,2.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492505,3.0,2.0,3.0,4.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492507,2.0,4.0,2.0,3.0,5.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492508,3.0,4.0,2.0,3.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492511,3.0,3.0,2.0,2.0,5.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492513,2.0,2.0,3.0,3.0,2.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492516,2.0,3.0,2.0,2.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492521,2.0,2.0,2.0,5.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492523,4.0,2.0,4.0,4.0,2.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492524,3.0,2.0,3.0,4.0,2.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492525,4.0,5.0,4.0,5.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492527,3.0,3.0,3.0,4.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492529,4.0,4.0,4.0,5.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492530,2.0,2.0,1.0,1.0,2.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492537,2.0,2.0,2.0,3.0,2.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492545,3.0,4.0,3.0,4.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492548,3.0,2.0,4.0,4.0,2.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492551,3.0,2.0,4.0,4.0,2.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492552,2.0,2.0,2.0,3.0,2.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492559,3.0,4.0,4.0,2.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492560,2.0,4.0,3.0,1.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492564,2.0,3.0,2.0,2.0,5.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492567,3.0,3.0,3.0,3.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492570,3.0,2.0,2.0,4.0,2.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492572,4.0,3.0,4.0,5.0,3.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492574,1.0,1.0,2.0,3.0,1.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492587,3.0,3.0,2.0,1.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492589,3.0,3.0,3.0,4.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492592,3.0,3.0,4.0,3.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492599,1.0,3.0,2.0,1.0,3.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492600,5.0,3.0,5.0,4.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492602,2.0,2.0,1.0,1.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492604,2.0,4.0,2.0,2.0,5.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492608,2.0,3.0,3.0,2.0,3.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492618,1.0,2.0,1.0,3.0,3.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492620,5.0,4.0,5.0,3.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492622,2.0,2.0,3.0,4.0,2.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492629,2.0,2.0,2.0,3.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492632,5.0,3.0,5.0,4.0,4.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492633,5.0,3.0,4.0,4.0,3.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492634,2.0,3.0,2.0,1.0,3.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492640,3.0,3.0,3.0,2.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492646,2.0,3.0,2.0,3.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492649,4.0,2.0,4.0,4.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492650,2.0,2.0,2.0,3.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492653,1.0,1.0,1.0,3.0,2.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492656,2.0,2.0,2.0,2.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492661,4.0,3.0,4.0,2.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492662,1.0,1.0,1.0,2.0,1.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492663,3.0,3.0,3.0,3.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492665,4.0,4.0,5.0,4.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492680,2.0,2.0,3.0,3.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492684,2.0,3.0,2.0,3.0,3.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492692,5.0,3.0,4.0,5.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492701,2.0,2.0,2.0,3.0,2.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492703,2.0,1.0,3.0,3.0,2.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492710,3.0,3.0,2.0,2.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492712,2.0,1.0,2.0,2.0,1.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492719,3.0,2.0,3.0,2.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492738,2.0,2.0,2.0,3.0,2.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
492743,1.0,2.0,1.0,1.0,1.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
493509,4.0,5.0,3.0,5.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
493512,5.0,5.0,5.0,4.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
493513,4.0,3.0,4.0,3.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
493514,5.0,5.0,5.0,5.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
493516,5.0,5.0,5.0,4.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502500,2.0,3.0,3.0,1.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502501,3.0,3.0,3.0,4.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502502,3.0,4.0,3.0,1.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502503,4.0,2.0,3.0,2.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502504,3.0,3.0,3.0,4.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502505,3.0,4.0,3.0,1.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502507,4.0,3.0,4.0,4.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502508,4.0,5.0,3.0,3.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502509,3.0,5.0,3.0,2.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502513,4.0,5.0,5.0,4.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502514,2.0,3.0,2.0,4.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502516,3.0,4.0,4.0,2.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502517,4.0,5.0,4.0,5.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502518,3.0,3.0,3.0,4.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502519,3.0,4.0,3.0,3.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502520,5.0,5.0,4.0,4.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502521,4.0,3.0,4.0,4.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502522,3.0,3.0,3.0,4.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502523,5.0,5.0,5.0,4.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502524,5.0,4.0,5.0,5.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502527,4.0,4.0,4.0,4.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502528,2.0,3.0,3.0,3.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502529,2.0,3.0,2.0,2.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502530,3.0,5.0,4.0,4.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502531,3.0,2.0,3.0,4.0,2.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502534,2.0,3.0,2.0,2.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502535,4.0,4.0,5.0,4.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502536,4.0,5.0,4.0,3.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502539,2.0,4.0,3.0,5.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502541,3.0,2.0,3.0,4.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502543,4.0,3.0,4.0,4.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502550,3.0,2.0,2.0,4.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502551,4.0,4.0,4.0,4.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502553,5.0,5.0,4.0,4.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502559,4.0,2.0,5.0,5.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502561,3.0,3.0,5.0,2.0,3.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502566,4.0,5.0,4.0,4.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502568,3.0,2.0,2.0,4.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502571,4.0,2.0,3.0,3.0,3.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502574,4.0,4.0,3.0,2.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502577,2.0,2.0,2.0,1.0,1.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502585,4.0,4.0,5.0,4.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502587,4.0,3.0,3.0,4.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502588,3.0,5.0,3.0,2.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502589,2.0,3.0,1.0,2.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502590,2.0,3.0,3.0,3.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502591,3.0,5.0,3.0,2.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502593,5.0,5.0,3.0,3.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502598,2.0,2.0,3.0,2.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
502599,2.0,2.0,3.0,3.0,2.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
512502,3.0,2.0,4.0,2.0,2.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
512503,4.0,4.0,3.0,2.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
512515,3.0,3.0,3.0,3.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
512516,2.0,3.0,2.0,3.0,5.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
512521,4.0,4.0,4.0,3.0,4.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
512528,4.0,1.0,5.0,2.0,2.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
512533,2.0,1.0,2.0,3.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
512538,5.0,5.0,5.0,4.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
512543,2.0,2.0,3.0,2.0,1.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522329,5.0,5.0,5.0,4.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522335,4.0,1.0,5.0,4.0,1.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522501,4.0,3.0,5.0,4.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522502,1.0,2.0,1.0,2.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522506,4.0,3.0,3.0,4.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522507,1.0,1.0,1.0,2.0,2.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522512,1.0,1.0,1.0,2.0,1.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522527,2.0,3.0,4.0,4.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522529,2.0,3.0,2.0,2.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522530,2.0,3.0,2.0,4.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522537,4.0,2.0,4.0,4.0,2.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522543,2.0,3.0,2.0,4.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522544,3.0,2.0,4.0,3.0,2.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522546,3.0,3.0,2.0,3.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522548,2.0,3.0,1.0,3.0,5.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522550,3.0,3.0,3.0,4.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522552,4.0,4.0,5.0,5.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522554,1.0,3.0,1.0,2.0,5.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522555,3.0,3.0,3.0,3.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522558,3.0,5.0,3.0,3.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522559,2.0,3.0,3.0,4.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522560,3.0,5.0,3.0,4.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522561,4.0,3.0,4.0,5.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522564,3.0,2.0,4.0,4.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522566,2.0,3.0,3.0,2.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522573,4.0,3.0,4.0,3.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522583,2.0,2.0,3.0,2.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522588,3.0,2.0,3.0,4.0,1.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522593,2.0,4.0,3.0,4.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522596,4.0,3.0,3.0,5.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522602,2.0,2.0,2.0,3.0,4.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522604,3.0,3.0,4.0,5.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522611,3.0,2.0,3.0,2.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
522612,2.0,3.0,3.0,4.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
523519,5.0,4.0,5.0,3.0,3.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
523522,3.0,3.0,3.0,4.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
523527,5.0,3.0,4.0,4.0,4.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
532504,3.0,3.0,3.0,4.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552502,4.0,3.0,4.0,4.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552504,4.0,2.0,4.0,4.0,3.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552505,3.0,2.0,3.0,4.0,2.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552506,2.0,3.0,3.0,4.0,2.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552508,3.0,3.0,4.0,3.0,5.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552509,4.0,3.0,4.0,3.0,3.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552512,4.0,3.0,3.0,2.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552513,3.0,2.0,3.0,4.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552515,4.0,4.0,5.0,4.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552516,4.0,4.0,4.0,3.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552517,4.0,3.0,4.0,3.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552520,4.0,2.0,5.0,3.0,2.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552522,2.0,3.0,2.0,2.0,3.0,1.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552525,3.0,4.0,3.0,3.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552526,2.0,3.0,3.0,3.0,3.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552527,4.0,4.0,4.0,4.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552529,4.0,2.0,4.0,3.0,3.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552532,3.0,3.0,3.0,2.0,4.0,2.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552533,3.0,2.0,3.0,4.0,2.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552535,3.0,3.0,4.0,3.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552536,4.0,5.0,5.0,4.0,5.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552538,4.0,2.0,4.0,3.0,3.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552540,4.0,4.0,5.0,4.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552541,4.0,4.0,5.0,4.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552542,2.0,3.0,3.0,3.0,4.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552544,5.0,4.0,5.0,5.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552545,5.0,4.0,5.0,4.0,4.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552547,5.0,4.0,5.0,4.0,4.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552549,4.0,3.0,5.0,4.0,2.0,4.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552552,5.0,3.0,5.0,2.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552553,2.0,2.0,2.0,2.0,3.0,3.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
552554,4.0,5.0,5.0,4.0,5.0,5.0,CMS Dialysis Facility — Patient Survey (ICH CAHPS),2026-03-25
