ccn,facility_name,address,city,state,zip,county,ownership,certification_date,source,source_date
B31770,"DAY & NIGHT HOSPICE CARE, INC","11485 VENTURA BLVD, UNIT B",STUDIO CITY,CA,91604,Los Angeles,For-Profit,03/11/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31771,SERENITY HILLS HOSPICE INC,120 N VICTORY BLVD SUITE 309,BURBANK,CA,91502,Los Angeles,For-Profit,03/18/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31772,"GOOD HEART'S HOSPICE, INC",7200 VINELAND AVE SUITE 202,SUN VALLEY,CA,91352,Los Angeles,For-Profit,04/21/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31773,ONE GOOD HOSPICE INC,3148 WILLOW AVE.,CLOVIS,CA,93612,Fresno,For-Profit,06/10/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31774,"WARMFUL LOVE HOSPICE, INC",14416 HAMLIN ST SUITE 209,VAN NUYS,CA,91401,Los Angeles,For-Profit,11/05/2021,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31775,LIARA HOSPICE INC,121 W LEXINGTON DR SUITE 305B,GLENDALE,CA,91203,Los Angeles,For-Profit,05/02/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31776,"EMPYREAN HOSPICE & PALLIATIVE CARE, INC",7120 HAYVENHURST AVE SUITE 404,VAN NUYS,CA,91406,Los Angeles,For-Profit,03/28/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31777,MALTA HOSPICE CARE,7257 VASSAR AVE UNIT 200,CANOGA PARK,CA,91303,Los Angeles,For-Profit,01/10/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31778,"EFFORT HOSPICE, INC.",19531 VENTURA BLVD SUITE 3,TARZANA,CA,91356,Los Angeles,For-Profit,12/29/2021,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31779,ELITE HOSPICE AND PALLIATIVE CARE LLC,"224 E GRAND AVENUE, SUITE 100",ESCONDIDO,CA,92025,San Diego,For-Profit,10/28/2021,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31780,HELPING HAND HOSPICE,101 S. 1ST ST. SUITE 202,BURBANK,CA,91502,Los Angeles,For-Profit,03/15/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31783,ALTA HOSPICE OF CALIFORNIA,1898 N. ARROWHEAD AVE.,SAN BERNARDINO,CA,92405,San Bernardino,For-Profit,02/27/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31784,ORANGE COUNTY CARE HOSPICE,"11021 WINNERS CIR, SUITE 204",LOS ALAMITOS,CA,90720,Orange,For-Profit,09/18/2021,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31785,"GRATIFIED HOSPICE CARE, INC",14545 FRIAR ST SUITE 202Z,VAN NUYS,CA,91411,Los Angeles,For-Profit,03/01/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31786,"REFLECTIONS HOSPICE, INC",150 E OLIVE AVE SUITE 214,BURBANK,CA,91502,Los Angeles,For-Profit,03/24/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31787,COMFORTZONE HOSPICE INC,14545 FRIAR ST SUITE 294,VAN NUYS,CA,91411,Los Angeles,For-Profit,02/23/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31788,SS HELP HOSPICE INC,5301 LAUREL CANYON BLVD STE 228,VALLEY VILLAGE,CA,91607,Los Angeles,For-Profit,12/07/2021,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31789,"TS COMPASSION HOSPICE & PALLIATIVE CARE, INC",5301 LAUREL CANYON BLVD SUITE 211,VALLEY VILLAGE,CA,91607,Los Angeles,For-Profit,03/04/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31790,NEXUS HOSPICE OF THE INLAND EMPIRE LLC,"1325 E COOLEY DR, SUITE 103",COLTON,CA,92324,San Bernardino,For-Profit,05/26/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31793,THE MISSION HOSPICE,7100 HAYVENHURST AVE SUITE 206,VAN NUYS,CA,91406,Los Angeles,For-Profit,03/23/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31794,"NEEDLES HOSPICE, INC","813 W BROADWAY ST, UNIT B",NEEDLES,CA,92363,San Bernardino,For-Profit,07/06/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31795,"STATIM CARE HOSPICE, INC",21243 VENTURA BLVD SUITE 110,WOODLAND HILLS,CA,91364,Los Angeles,For-Profit,04/29/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31796,"HELIUS HOSPICE AND PALLIATIVE CARE, INC",10700 BURBANK BLVD UNIT 4,NORTH HOLLYWOOD,CA,91601,Los Angeles,For-Profit,05/17/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31797,"UNSURPASSED HOSPICE, INC",7200 VINELAND AVE SUITE 219,SUN VALLEY,CA,91352,Los Angeles,For-Profit,03/28/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31798,"PEOPLE'S CHOICE HOSPICE, INC",120 N VICTORY BLVD SUITE 202,BURBANK,CA,91502,Los Angeles,For-Profit,04/03/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B31799,SPECIALTY HOSPICE CARE,"9909 CANOGA AVENUE, UNIT H",CHATSWORTH,CA,91311,Los Angeles,For-Profit,02/22/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41500,AVRA HOSPICE INC,9660 FLAIR DR SUITE 225,EL MONTE,CA,91731,Los Angeles,For-Profit,03/24/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41502,"AMICA HOSPICE CARE, INC",415 E HARVARD ST SUITE 102,GLENDALE,CA,91205,Los Angeles,For-Profit,01/19/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41503,"HEARTFUL HOSPICE CARE, INC","2500 E FOOTHILL BLVD, SUITE 206",PASADENA,CA,91107,Los Angeles,For-Profit,01/13/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41504,"RING OF SALVATION HOSPICE CARE, INC",19634 VENTURA BLVD SUITE 303,TARZANA,CA,91356,Los Angeles,For-Profit,04/06/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41506,"ARCHO GROUP, INC",6309 VAN NUYS BLVD SUITE 209,VAN NUYS,CA,91401,Los Angeles,For-Profit,04/12/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41508,"CA VALLEY HOSPICE, INC",2600 FOOTHILL BLVD SUITE 101,LA CRESCENTA,CA,91214,Los Angeles,For-Profit,04/05/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41509,BLOOMING LIFE HOSPICE,600 W BROADWAY SUITE 300,GLENDALE,CA,91204,Los Angeles,For-Profit,03/21/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41511,"RMG HOSPICE CARE, INC.",6320 VAN NUYS BLVD SUITE 205,VAN NUYS,CA,91401,Los Angeles,For-Profit,01/31/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41512,FRESNO HOSPICE,7541 N REMINGTON,FRESNO,CA,93711,Fresno,For-Profit,06/16/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41513,ZENITH HEALTHCARE INC.,5994 W LAS POSITAS BLVD,PLEASANTON,CA,94588,Alameda,For-Profit,06/07/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41514,"DYNASTY HOSPICE,  INC",14640 VICTORY BLVD SUITE 207A,VAN NUYS,CA,91411,Los Angeles,For-Profit,02/01/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41515,TRIFINITY HOSPICE INC,1701 W BURBANK BLVD SUITE 204,BURBANK,CA,91506,Los Angeles,For-Profit,05/09/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41516,BRIDGE TO WELLNESS HOSPICE,14545 FRIAR ST SUITE 205J,VAN NUYS,CA,91411,Los Angeles,For-Profit,03/15/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41518,"ANGELS OF PEACE HOSPICE, INC","13609 VICTORY BLVD, SUITE 237",VAN NUYS,CA,91401,Los Angeles,For-Profit,05/17/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41519,"COMMUNICARE HOSPICE, INC","936 E GREEN ST, SUITE 108",PASADENA,CA,91106,Los Angeles,For-Profit,04/21/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41520,ARROWHEAD HOSPICE INC,"16250 VENTURA BLVD, SUITE 426",ENCINO,CA,91436,Los Angeles,For-Profit,02/21/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41521,"BEST QUALITY HOSPICE AND PALLIATIVE CARE, INC",6308 WOODMAN AVE SUITE 104,VAN NUYS,CA,91401,Los Angeles,For-Profit,04/05/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41522,"PALIO HOSPICE, INC",10523 BURBANK BLVD SUITE 102A,NORTH HOLLYWOOD,CA,91601,Los Angeles,For-Profit,04/27/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41523,SAFE MISSION HOSPICE & PALLIATIVE CARE INC,7345 TOPANGA CANYON BLVD SUITE 230,CANOGA PARK,CA,91303,Los Angeles,For-Profit,04/14/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41524,"LIFE BRIDGE HOSPICE CARE, INC",353 E ANGELENO AVE SUITE D2,BURBANK,CA,91502,Los Angeles,For-Profit,10/21/2021,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41525,APRICUS HOSPICE INC,19730 VENTURA BLVD SUITE 17,WOODLAND HILLS,CA,91364,Los Angeles,For-Profit,04/12/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41527,VIRTUE HOSPICE CARE,"416 S ROSEMEAD BLVD, SUITE D",PASADENA,CA,91107,Los Angeles,For-Profit,06/02/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41528,"ALL HEART HOSPICE, INC",133 N ALTADENA DR STE 307,PASADENA,CA,91107,Los Angeles,For-Profit,03/25/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41529,FULL CARE HOSPICE AND PALLIATIVE CARE INC.,223 E. THOUSAND OAKS BLVD. STE. 320,THOUSAND OAKS,CA,91360,Ventura,For-Profit,10/23/2021,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41530,HOSPICE CARE INC,15826 VENTURA BLVD SUITE 223,ENCINO,CA,91436,Los Angeles,,09/21/2021,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41531,"LUCAS HOSPICE, INC",1015-1017 N AZUSA AVENUE,COVINA,CA,91722,Los Angeles,For-Profit,04/21/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41532,MEDICUS COMMUNITY CARE HOSPICE,16555 GAULT ST,VAN NUYS,CA,91406,Los Angeles,For-Profit,04/05/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41533,"CIGNA HOSPICE CARE, INC",6356 VAN NUYS BLVD SUITE 223,VAN NUYS,CA,91401,Los Angeles,For-Profit,03/01/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41534,CARING & HELPING HEARTS HOSPICE,"41865 BOARDWALK, SUITE 216",PALM DESERT,CA,92211,Riverside,For-Profit,03/30/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41535,"LONG LIFE HOSPICE, INC",4959 PALO VERDE ST. STE. 206A-4,MONTCLAIR,CA,91763,San Bernardino,For-Profit,06/29/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41536,PRESTIGE HOSPICE INC,6303 OWENSMOUTH AVE SUITE 1082,WOODLAND HILLS,CA,91367,Los Angeles,For-Profit,03/29/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41538,AA FAMILY HOSPICE INC,4105 OCEAN VIEW BLVD SUITE D,MONTROSE,CA,91020,Los Angeles,For-Profit,04/28/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41539,BELIEVE HOSPICE INC,18747 SHERMAN WAY SUITE 225,RESEDA,CA,91335,Los Angeles,For-Profit,04/29/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41540,"SOUTHWEST HOSPICE CARE, INC",15720 VENTURA BLVD SUITE 406,ENCINO,CA,91436,Los Angeles,For-Profit,04/06/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41541,"AJD HOSPICE, INC",600 W BROADWAY SUITE 360,GLENDALE,CA,91204,Los Angeles,For-Profit,04/26/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41542,"EVERCLEAR HOSPICE & PALLIATIVE CARE, INC",25835 NARBONNE AVE SUITE 277,LOMITA,CA,90717,Los Angeles,For-Profit,06/19/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41544,"PRO HOSPICE CARE, INC",3857 FOOTHILL BLVD. SUITE 22,GLENDALE,CA,91214,Los Angeles,For-Profit,02/16/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41545,"WORLD HEALTH HOSPICE, INC","15720 VENTURA BLVD, SUITE 299",ENCINO,CA,91436,Los Angeles,For-Profit,07/06/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41546,"ECLIPSE HOSPICE CARE, INC",127 S BRAND BLVD UNIT 305,GLENDALE,CA,91204,Los Angeles,For-Profit,05/09/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41547,DA VINCI HOSPICE CARE INC,107 S FAIR OAKS AVE SUITE 215,PASADENA,CA,91105,Los Angeles,For-Profit,06/29/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41549,"MS HOSPICE & PALLIATIVE CARE, INC",16555 SHERMAN WAY SUITE B2,VAN NUYS,CA,91406,Los Angeles,For-Profit,05/23/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41550,SERENITY HOSPICE AND PALLIATIVE CARE,"9017 RESEDA BLVD SUITE 211, NORTHRIDGE",NORTHRIDGE,CA,91324,Los Angeles,For-Profit,04/20/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41551,ZION PLUS HOSPICE AND PALLIATIVE CARE INC,400 ROSEWOOD AVE SUITE 202-C,CAMARILLO,CA,93010,Ventura,For-Profit,06/22/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41552,SAINT MARIAM HOSPICE SERVICES INC,"19725 SHERMAN WAY, SUITE 100",WINNETKA,CA,91306,Los Angeles,For-Profit,06/14/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41553,"ADONIS HOSPICE, INC","18401 BURBANK BLVD, SUITE 224",TARZANA,CA,91356,Los Angeles,For-Profit,05/03/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41554,HOPE & CARE HOSPICE,"183 N HILL AVENUE, SUITE 204",PASADENA,CA,91107,Los Angeles,For-Profit,05/03/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41555,ELITE HOSPICE & PALLIATIVE CARE INC,8400 MAPLE PLACE,RANCHO CUCAMONGA,CA,91730,San Bernardino,For-Profit,11/05/2021,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41556,"PRO ANGELS, INC",401 S MAIN ST SUITE 103,POMONA,CA,91766,Los Angeles,For-Profit,03/11/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41558,CHOSEN HOSPICE CARE,1737 VICTORY BLVD,GLENDALE,CA,91201,Los Angeles,For-Profit,05/25/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41559,FAMILY AID HOSPICE & PALLIATIVE CARE INC,7345 TOPANGA CANYON BLVD SUITE 120,CANOGA PARK,CA,91303,Los Angeles,For-Profit,05/11/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41560,"ZIRRA HOSPICE CARE, INC",7321 ATOLL AVE. SUITE 103,NORTH HOLLYWOOD,CA,91605,Los Angeles,For-Profit,05/24/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41562,HOPE OF LA HOSPICE INC,"19634 VENTURA BLVD, SUITE 304",TARZANA,CA,91356,Los Angeles,For-Profit,02/16/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41563,JTN HOSPICE INC,14545 FRIAR ST SUITE 295,VAN NUYS,CA,91411,Los Angeles,For-Profit,05/12/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41564,UPWM HEALTHCARE LLC,2372 MORSE AVE,IRVINE,CA,92614,Orange,For-Profit,08/17/2021,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41566,"COLLECTIVE HOSPICE CARE, INC",14547 TITUS ST UNIT 215,PANORAMA CITY,CA,91402,Los Angeles,For-Profit,06/24/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41567,MAR HOSPICE CARE,5530 CORBIN AVE SUITE 205,TARZANA,CA,91356,Los Angeles,For-Profit,06/04/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41568,TAKARA HOSPICE LLC,333 S JUNIPER STREET SUITE 103,ESCONDIDO,CA,92025,San Diego,For-Profit,06/03/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41569,"NORTH VALLEY HOSPICE, INC",15455 SAN FERNANDO BLVD. SUITE 103-A,MISSION HILLS,CA,91345,Los Angeles,For-Profit,03/20/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41570,"OGADA HOSPICE CARE, INC",1901 S ATLANTIC BLVD SUITE D,MONTEREY PARK,CA,91754,Los Angeles,For-Profit,07/26/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41571,"GSG HOSPICE, INC",7034 VAN NUYS BLVD,VAN NUYS,CA,91405,Los Angeles,For-Profit,05/17/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41572,"EDEN HOSPICE, INC","35325 DATE PALM  DRIVE, SUITE 134",CATHEDRAL CITY,CA,92234,Riverside,For-Profit,06/14/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41573,EK HOPE HOSPICE & PALLIATIVE CARE INC,14545 FRIAR ST SUITE 271,VAN NUYS,CA,91411,Los Angeles,For-Profit,05/25/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41574,HART HOSPICE,16106C HART ST,VAN NUYS,CA,91406,Los Angeles,For-Profit,05/09/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41575,VALLEY CREEK HOSPICE CARE,"6005 VINELAND AVE, SUITE 215",N HOLLYWOOD,CA,91606,Los Angeles,For-Profit,05/10/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41576,CLEAR CREEK HOSPICE CARE,"7122 RESEDA BLVD, STE 203",RESEDA,CA,91335,Los Angeles,For-Profit,06/30/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41577,SILVERSTONE HOSPICE CARE INC,26522 LA ALAMEDA,MISSION VIEJO,CA,92691,Orange,For-Profit,10/29/2021,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41578,"WILLOW HOSPICE CARE, INC",14545 VICTORY BLVD SUITE 503A,VAN NUYS,CA,91411,Los Angeles,For-Profit,11/05/2021,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41579,SUNSET HOSPICE INC,6200 CANOGA AVE. SUITE 440,WOODLAND HILLS,CA,91367,Los Angeles,For-Profit,04/11/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41580,LION HEART HOSPICE INC,8949 RESEDA BLVD. SUITE 227,NORTHRIDGE,CA,91324,Los Angeles,For-Profit,08/05/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41581,"HEART OF HOPE HOSPICE CARE, INC","10999 RIVERSIDE DR, SUITE 105",STUDIO CITY,CA,91602,Los Angeles,For-Profit,07/26/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41582,BLESSED HOSPICE CALIFORNIA INC,"4540 KEARNY VILLA ROAD, SUITE 105",SAN DIEGO,CA,92123,San Diego,For-Profit,06/20/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41583,"ALESYA HOSPICE, INC",8121 FOOTHILL BLVD,SUNLAND,CA,91040,Los Angeles,For-Profit,06/22/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41585,BELIEVE HOSPICE CARE INC,225 E BROADWAY SUITE 306A,GLENDALE,CA,91205,Los Angeles,For-Profit,07/09/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41586,"CRISIS HOSPICE AND PALLIATIVE CARE, INC","6819 SEPULVEDA BLVD., SUITE 101",VAN NUYS,CA,91405,Los Angeles,For-Profit,07/04/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41587,ANGEL'S CARING HANDS HOSPICE CARE,600 W BROADWAY SUITE 240,GLENDALE,CA,91204,Los Angeles,For-Profit,06/30/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41588,"HOPE & LIGHT HOSPICE, INC",14545 FRIAR ST SUITE 175,VAN NUYS,CA,91411,Los Angeles,For-Profit,04/26/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41590,WHITE ANGELS HOSPICE INC,14545 FRIAR ST SUITE 153,VAN NUYS,CA,91411,Los Angeles,For-Profit,07/23/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41591,HOSPICE PLUS INC,15130 VENTURA BLVD. SUITE 324,SHERMAN OAKS,CA,91403,Los Angeles,For-Profit,06/09/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41592,"SHAMROCK HOSPICE, INC.",18455 BURBANK BLVD SUITE 307,TARZANA,CA,91356,Los Angeles,For-Profit,01/04/2021,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41593,CITADEL HOSPICE CARE,901 S GLENDALE AVE SUITE E1,GLENDALE,CA,91205,Los Angeles,For-Profit,05/17/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41594,"IDT HOSPICE CARE, INC",336 N CENTRAL AVE SUITE 8,GLENDALE,CA,91203,Los Angeles,For-Profit,03/07/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41595,"SORS HOSPICE, INC",3200 WILSHIRE BLVD SUITE 306,LOS ANGELES,CA,90010,Los Angeles,For-Profit,05/20/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41596,"SANTA ISABEL HOSPICE, INC",18401 BURBANK BLVD SUITE 117A,TARZANA,CA,91356,Los Angeles,For-Profit,06/29/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41597,"VINETA HOSPICE CARE, INC",3200 E INLAND EMPIRE BLVD. SUITE 280,ONTARIO,CA,91764,San Bernardino,For-Profit,08/30/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41599,"V&G HOSPICE, INC",7233 1/2 FOOTHILL BLVD,TUJUNGA,CA,91042,Los Angeles,For-Profit,03/08/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41600,HEALTH CORNER HOSPICE,"333 E GLENOAKS BLVD, SUITE 202",GLENDALE,CA,91207,Los Angeles,For-Profit,03/03/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41601,"BENIGN CARE HOSPICE, INC",356 E OLIVE AVE SUITE 114,BURBANK,CA,91502,Los Angeles,For-Profit,04/19/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41602,NC HOSPICE INC,224 E OLIVE AVE SUITE 219,BURBANK,CA,91502,Los Angeles,For-Profit,05/26/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41603,BRIDGE HOSPICE,"38977 SKY CANYON DRIVE, SUITE 110",MURRIETA,CA,92563,Riverside,For-Profit,05/26/2021,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41604,"SOLEIL HOSPICE, LLC","800 CHARCOT AVE, SUITE 107",SAN JOSE,CA,95131,Santa Clara,For-Profit,06/22/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41606,SUNSHINE CARE HOSPICE,"4119 W BURBANK BLVD, SUITE 176",BURBANK,CA,91505,Los Angeles,For-Profit,04/06/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41607,FIRSTHAND HOSPICE INC.,23361 EL TORO ROAD,LAKE FOREST,CA,92630,Orange,For-Profit,08/01/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41608,HADASSA HOSPICE,"11428 ARTESIA BLVD, SUITE 27",ARTESIA,CA,90701,Los Angeles,For-Profit,09/14/2021,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41609,"DIVINE HEALTH HOSPICE, INC","225 E, BROADWAY, SUITE 111AB",GLENDALE,CA,91205,Los Angeles,For-Profit,05/23/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41610,"PINNACLE PALLIATIVE SERVICES, INC.",19737 VENTURA BLVD SUITE 202,WOODLAND HILLS,CA,91364,Los Angeles,For-Profit,05/19/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
B41611,"MOUNTAIN TOP HOSPICE CARE, INC",7177 BROCKTON AVE,RIVERSIDE,CA,92506,Riverside,For-Profit,05/18/2022,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
