ccn,five_star,mortality_rate,hospitalization_rate,readmission_rate,transfusion_rate,source,source_date
552509,3.0,30.5,151.4,26.6,44.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552510,3.0,18.5,124.1,27.9,39.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552512,4.0,22.4,161.1,29.1,16.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552513,3.0,19.5,144.1,26.9,25.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552514,5.0,21.0,87.9,8.0,8.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552515,5.0,18.9,127.3,28.2,27.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552516,4.0,14.8,170.5,36.4,76.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552517,4.0,15.0,104.7,17.1,20.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552518,3.0,25.6,159.7,31.7,26.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552519,2.0,21.5,100.7,39.7,0.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552520,5.0,27.0,144.7,20.7,28.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552521,4.0,41.5,146.0,30.6,49.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552522,4.0,20.5,81.2,15.1,41.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552523,5.0,23.2,141.6,25.5,0.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552524,5.0,25.5,102.9,17.4,17.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552525,4.0,17.6,95.5,32.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552526,4.0,14.8,181.8,44.9,13.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552527,3.0,16.6,123.7,24.2,16.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552529,3.0,22.6,119.3,26.3,36.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552530,3.0,24.7,147.6,27.0,15.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552532,4.0,16.5,117.6,30.8,33.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552533,3.0,19.7,134.7,30.7,23.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552535,4.0,18.2,136.6,25.0,11.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552536,3.0,18.2,136.0,28.5,11.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552537,2.0,26.9,125.4,18.5,39.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552538,3.0,16.4,129.4,24.2,24.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552540,5.0,17.0,112.4,24.9,5.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552541,3.0,18.3,131.0,21.5,21.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552542,5.0,17.2,98.6,17.9,6.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552543,,29.5,174.8,28.9,40.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552544,4.0,20.0,87.1,21.4,4.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552545,5.0,19.8,79.5,19.5,8.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552546,,16.9,150.7,17.9,29.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552547,3.0,19.2,139.4,29.8,46.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552549,3.0,22.8,147.6,26.7,14.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552550,4.0,23.1,128.4,26.4,10.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552551,2.0,29.5,155.1,37.8,37.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552552,3.0,22.4,129.5,29.7,26.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552553,3.0,20.8,145.8,30.0,33.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552554,4.0,20.4,116.3,29.8,14.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552555,,29.4,134.8,21.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552556,4.0,22.8,129.4,12.0,21.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552557,4.0,20.4,120.7,25.5,24.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552558,,13.7,60.8,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552559,4.0,17.8,110.6,28.3,31.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552560,,21.0,63.9,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552561,3.0,19.6,145.7,22.0,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552562,4.0,23.8,123.8,27.4,61.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552563,3.0,30.9,165.3,31.8,29.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552564,3.0,27.7,132.5,29.1,10.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552566,3.0,23.7,109.9,21.8,26.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552567,3.0,29.1,142.4,29.0,22.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552568,5.0,20.8,96.7,13.3,0.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552569,3.0,19.0,102.3,17.9,35.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552571,3.0,22.1,131.5,22.5,19.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552572,4.0,21.5,89.1,23.5,14.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552573,1.0,26.3,179.2,32.3,120.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552574,1.0,26.4,186.4,36.0,48.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552575,4.0,11.5,125.8,24.3,18.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552576,4.0,22.0,118.4,39.6,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552577,4.0,23.5,90.7,16.0,25.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552578,3.0,21.1,138.3,29.2,31.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552579,5.0,11.0,104.3,17.8,13.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552581,3.0,30.1,141.2,23.1,10.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552582,5.0,19.9,115.1,22.6,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552583,3.0,32.9,135.7,34.8,4.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552584,3.0,17.7,158.4,23.2,54.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552585,1.0,20.9,160.2,38.9,28.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552587,4.0,24.0,165.2,40.5,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552588,3.0,20.3,134.8,31.3,29.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552589,5.0,17.6,156.5,31.1,7.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552590,,16.4,173.8,41.9,0.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552591,3.0,19.4,166.1,38.0,33.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552592,3.0,23.9,116.5,30.9,35.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552593,2.0,24.1,136.9,30.7,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552594,3.0,30.0,127.7,36.2,8.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552595,4.0,11.8,104.3,16.4,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552596,1.0,26.8,144.8,32.8,21.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552597,3.0,21.6,175.8,32.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552598,3.0,20.8,140.1,27.3,31.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552600,5.0,22.6,111.5,24.7,20.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552601,3.0,18.5,193.6,28.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552603,5.0,18.4,81.6,21.3,25.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552604,4.0,24.0,92.2,26.4,27.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552605,,13.7,144.1,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552606,3.0,24.6,166.0,30.3,28.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552608,4.0,20.8,152.2,38.5,9.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552609,5.0,15.9,88.4,31.9,6.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552611,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552612,3.0,18.4,147.5,28.2,55.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552613,3.0,23.0,102.9,26.2,4.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552614,3.0,20.3,134.7,22.5,53.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552616,3.0,18.2,191.2,33.8,58.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552617,5.0,6.5,104.3,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552618,4.0,24.7,114.6,21.9,17.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552622,3.0,22.3,156.5,35.2,36.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552623,3.0,21.8,133.1,32.2,27.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552624,4.0,26.1,109.6,20.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552626,3.0,26.4,172.1,37.3,11.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552627,5.0,28.8,138.3,23.3,22.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552628,3.0,17.3,144.0,28.3,22.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552629,3.0,19.2,119.8,26.1,51.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552630,3.0,26.3,152.9,32.5,18.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552631,4.0,18.4,113.6,28.8,20.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552632,5.0,21.9,99.5,19.4,24.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552633,5.0,14.9,100.0,19.1,31.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552635,4.0,18.6,165.1,30.5,37.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552636,3.0,25.5,174.9,32.5,40.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552638,5.0,18.2,98.6,25.0,18.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552639,4.0,18.7,137.7,23.8,19.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552640,3.0,16.7,139.4,33.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552641,2.0,21.7,167.1,34.3,26.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552642,5.0,19.2,133.0,27.2,25.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552644,,43.1,157.7,26.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552645,,33.4,109.9,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552646,5.0,20.0,107.0,10.2,6.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552647,3.0,28.0,138.7,28.8,23.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552648,3.0,20.5,138.5,30.4,17.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552649,3.0,23.5,128.5,17.5,18.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552650,4.0,23.4,97.8,17.6,30.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552652,4.0,24.3,155.5,33.1,19.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552653,4.0,21.6,132.9,26.6,20.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552655,5.0,13.3,99.0,30.9,61.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552657,3.0,25.9,160.8,28.1,53.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552658,4.0,32.7,132.2,19.7,23.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552659,2.0,18.8,127.7,28.4,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552660,4.0,19.6,125.0,31.0,26.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552661,1.0,27.8,193.1,36.0,58.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552662,3.0,17.9,159.8,40.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552663,3.0,27.3,124.2,23.7,27.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552664,4.0,23.7,152.1,39.5,19.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552665,4.0,20.8,137.2,29.0,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552666,5.0,18.2,87.1,28.0,8.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552667,3.0,22.8,193.2,39.8,45.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552669,4.0,20.3,121.6,24.0,20.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552670,5.0,13.6,111.5,26.2,7.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552671,1.0,21.8,164.9,34.8,30.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552672,5.0,18.2,76.5,12.8,13.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552673,3.0,21.6,110.1,23.5,27.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552674,3.0,22.4,130.5,28.9,5.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552675,1.0,33.8,170.1,33.9,112.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552676,3.0,21.7,144.8,30.3,44.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552677,4.0,21.1,147.5,21.4,20.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552678,3.0,27.8,150.4,24.4,24.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552679,3.0,25.2,134.5,17.8,34.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552680,4.0,22.5,159.2,30.8,13.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552682,5.0,20.3,153.8,33.8,8.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552683,3.0,25.0,144.8,23.8,18.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552684,4.0,18.8,122.8,16.2,17.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552685,3.0,19.3,167.6,24.8,57.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552687,,18.5,117.7,37.0,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552688,4.0,28.3,111.5,17.5,15.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552689,2.0,18.9,120.6,30.7,26.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552690,3.0,18.2,128.4,26.2,24.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552691,4.0,18.7,116.2,22.8,22.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552692,4.0,17.1,107.3,19.0,15.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552693,,20.2,133.2,12.5,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552694,2.0,21.8,156.2,34.2,55.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552696,3.0,20.5,109.2,34.4,19.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552697,5.0,19.6,84.3,24.1,12.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552698,4.0,18.9,105.4,25.3,12.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552699,,18.9,64.3,31.3,28.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552700,3.0,20.4,162.8,26.7,32.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552701,3.0,18.0,147.9,36.6,5.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552702,3.0,26.0,167.9,37.0,20.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552703,4.0,31.8,132.8,21.5,10.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552704,3.0,24.4,100.9,27.9,20.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552705,3.0,23.6,191.6,30.8,37.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552706,5.0,21.2,131.1,24.7,11.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552707,3.0,27.1,127.4,28.5,44.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552708,3.0,27.5,137.5,29.7,26.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552709,2.0,19.8,141.9,25.5,25.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552711,5.0,18.2,116.9,32.2,13.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552712,,24.2,157.4,52.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552713,5.0,19.0,130.5,17.7,18.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552714,3.0,20.1,122.0,28.2,55.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552715,3.0,27.9,153.4,32.3,68.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552716,,19.1,137.8,18.0,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552717,3.0,19.7,116.4,30.3,40.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552719,,26.9,136.0,34.1,40.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552720,4.0,17.0,79.8,23.6,27.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552721,3.0,25.9,149.9,33.4,46.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552722,4.0,16.7,136.4,33.6,18.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552723,4.0,16.0,135.4,27.2,20.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552724,,19.6,129.5,31.0,40.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552725,,35.7,186.9,23.8,38.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552726,3.0,24.9,135.8,22.3,8.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552727,3.0,21.8,145.2,23.4,36.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552728,3.0,21.2,168.8,31.0,41.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552729,5.0,27.5,184.3,28.7,5.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552730,3.0,20.0,140.4,26.8,49.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552731,,20.5,120.8,19.3,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552732,,16.4,100.2,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552733,5.0,17.7,120.4,35.4,14.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552734,3.0,14.0,141.8,31.6,16.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552735,3.0,23.9,139.8,30.6,17.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552736,3.0,23.6,116.3,50.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552737,4.0,19.6,123.3,17.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552738,2.0,17.5,167.8,32.2,6.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552739,3.0,20.5,124.4,19.7,17.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552740,4.0,22.8,125.5,24.3,17.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552741,4.0,24.9,89.1,22.3,30.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552742,2.0,21.7,145.4,37.9,8.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552743,3.0,19.8,119.5,31.7,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552744,2.0,19.0,168.3,31.2,20.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552745,4.0,16.5,123.2,29.7,15.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552746,5.0,17.9,119.0,25.4,20.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552747,5.0,24.0,88.6,23.7,29.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552748,3.0,20.3,159.4,20.2,7.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552749,5.0,19.0,124.7,17.6,18.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552752,3.0,20.4,197.9,36.6,30.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552753,4.0,26.9,109.0,32.1,10.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552754,5.0,16.6,78.1,18.4,9.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552755,4.0,19.8,113.9,36.1,35.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552756,,13.8,127.8,17.3,9.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552757,,27.1,127.6,29.3,37.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552759,4.0,22.0,176.5,39.2,49.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552760,4.0,20.7,145.9,25.1,13.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552761,5.0,19.4,159.4,31.3,14.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552762,3.0,16.3,112.5,22.5,17.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552763,3.0,21.1,166.8,31.0,23.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552764,3.0,13.8,127.8,31.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552765,,22.0,211.0,21.6,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
552766,4.0,18.6,113.2,24.2,26.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
