ccn,composite_process,care_index_overall,visits_last_days,pain_screening,treatment_preferences,beliefs_values,source,source_date
971613,100,10,20,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971614,100,9,64.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971615,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971616,100,6,17.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971617,,8,18.5,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971618,98,10,62.7,100,100,99.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971619,93,9,29.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971620,94,10,48.5,100,98,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971621,96.1,7,50,99,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971622,95.2,9,24.7,97.6,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971623,98.5,9,68.6,99.3,100,99.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971625,100,7,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971626,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971627,82.7,9,61,96.9,99.8,93.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971628,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971631,100,9,87.8,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971632,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971633,,5,0,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971634,95.5,8,69,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971635,,6,26.2,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971636,97.6,9,54.9,100,100,98.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971637,98.1,10,73.6,99,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971638,97.3,10,75.6,98.7,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971640,100,,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971641,95.9,9,46.6,98.8,100,99.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971642,85.2,8,78.6,88.9,96.3,96.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971643,94.8,10,39.2,98.7,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971644,91.4,8,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971647,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971648,,6,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971649,,4,4.5,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971650,96.7,8,69.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971651,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971652,87.8,8,75,95.9,100,98.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971653,,6,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971654,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971656,,7,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971657,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971658,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971659,99,10,11.1,99,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971660,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971661,97.6,7,27.6,98.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971662,,7,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971663,93.6,7,41.6,98.2,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971664,,8,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971665,95.3,10,71.4,98.4,99.2,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971666,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971667,72.1,10,56.9,80.4,95.7,91.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971668,99.3,10,64.5,100,100,99.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971669,89.9,8,46.2,98.6,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971670,100,4,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971671,85.9,6,20.7,96.6,98.5,96.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971672,,9,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971675,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971676,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971678,93.7,9,23.8,98.7,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971679,97.5,9,55,99.5,99.7,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971681,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971682,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971683,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971684,91,7,18.9,99.2,100,99.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971685,75.5,9,52.2,98,98,98,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971686,87.5,9,26.9,96.9,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971687,98.4,8,42.6,98.4,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971688,100,10,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971689,94.2,6,57,100,98.6,98.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971690,98.6,10,14,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971691,,8,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971692,,7,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971693,,6,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971694,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971695,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971696,100,8,59.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971698,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971699,100,10,38.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971700,97.6,10,58.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971701,96.9,5,,98.5,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971705,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971707,91.2,8,47.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971708,,9,15.6,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971709,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971710,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971711,,6,22.2,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971712,96.5,10,72,98.1,100,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971713,47,4,,100,100,97,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971714,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971715,100,8,57.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971716,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971717,98.8,9,79.4,98.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971718,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971719,96.3,10,48.4,100,100,98.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971722,100,7,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971723,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971724,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971726,,5,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971727,,6,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971728,94.6,8,75,97.3,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971729,100,7,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971730,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971731,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971732,,9,55.1,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971733,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971734,94.6,3,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971735,,4,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971736,,9,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971738,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971740,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971741,,5,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971742,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971743,,10,48.5,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971744,100,10,89.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971745,,8,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971747,,8,41,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971748,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971749,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971751,100,8,67.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971752,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971754,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971755,93.5,4,,95.7,95.7,97.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971756,93.1,,,93.1,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971758,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971759,97.7,6,74,100,100,98.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971760,84.2,7,44.7,89.5,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971761,,7,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971762,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971763,100,10,85.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971764,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971765,77.5,6,67.1,97.2,100,98.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971766,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971767,98.1,10,79.8,100,100,99.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971768,100,9,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971769,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971770,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971771,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971773,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971775,,6,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971776,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971777,97,8,69.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971778,,6,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971779,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971780,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971781,73.1,10,,85.2,99.1,99.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971782,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971784,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971785,,8,56.7,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971787,93,9,42.1,100,100,95.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971789,100,8,68.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971790,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971791,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971792,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971793,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971795,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971796,80,9,65.4,95,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971797,,10,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971798,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
971799,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01500,95.9,10,23.8,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01501,,7,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01502,,9,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01503,63.4,10,25,95.1,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01504,100,8,10.5,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01505,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01506,92.2,6,9.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01507,92.2,10,20.2,98.7,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01508,87.5,9,3.1,96.4,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01509,,5,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01512,96.2,8,26.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01515,93.1,8,,100,100,96.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01517,92.3,8,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01518,95,8,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01519,,8,33.3,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01520,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01521,,7,5,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01526,100,9,27.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01528,,7,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01529,80,9,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01530,94.6,10,38.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01531,91.2,6,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01532,95.2,9,56,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01533,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01534,98.8,8,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01535,83.7,10,28.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01536,89.4,10,46.9,99.7,99.7,92.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01537,94.5,6,33,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01538,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01539,100,10,51.5,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01540,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01541,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01542,88.9,7,7.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01543,95.6,8,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01545,,8,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01546,94.5,10,6.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01548,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01549,87.5,8,14.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01551,90.8,8,,98.7,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01552,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01555,90.1,9,8.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01556,89.3,9,,89.3,92.9,92.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01557,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01560,89.4,9,12.8,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01563,87.5,8,,95.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01565,96.2,8,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01567,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01571,88.9,10,2.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01572,99.2,8,40,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01573,,7,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01575,90,7,19.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01576,45.5,10,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01577,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01580,78.6,10,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01582,99.8,9,20.2,100,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01583,,9,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01585,94.9,9,20.9,97.4,100,97.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01589,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01592,86.4,9,,98.5,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01593,89.4,10,23.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01595,84.8,10,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01599,86.6,9,13.5,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01600,97.7,9,67.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01602,,9,13.8,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01604,66.7,9,,97.4,97.4,97.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01606,97.6,7,11.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01607,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01609,91.7,7,34.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01611,96.4,10,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01612,,9,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01614,,6,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01615,97.7,10,46.3,99.8,98.6,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01617,90.3,10,14.4,99.5,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01618,95.9,10,39.2,99.3,100,99.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01619,97.1,9,,100,100,97.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01621,,8,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01622,73.2,7,,96.4,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01624,85.9,8,8.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01627,,10,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01630,92.6,10,16,99.5,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01631,,8,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01632,90.9,6,29.3,98.2,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01633,97.7,6,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01634,100,10,23.5,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01635,92.9,10,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01636,69.6,7,3.7,98.2,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01637,,8,9.1,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01639,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01640,90,,,95,95,95,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01641,86.4,8,26.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01642,94.2,9,11.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01644,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01645,98.7,10,11.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01646,90,8,23.7,97.9,99.2,96.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01647,99,9,5.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01649,78.3,8,2.6,88.4,100,97.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01650,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01651,89.9,8,,98.7,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01652,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01653,93.8,9,17.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01654,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01655,100,6,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01656,,9,28.6,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01658,100,,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01660,,9,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01661,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01662,75.7,9,,94.6,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
