ccn,cahps_summary_star,cahps_recommend_pct,cahps_rating_9_10_pct,cahps_communication_pct,cahps_symptoms_pct,cahps_respect_pct,cahps_timely_pct,cahps_emotional_pct,source,source_date
461545,3.0,82.0,78.0,79.0,74.0,90.0,74.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461549,,78.0,79.0,77.0,77.0,93.0,71.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461553,,89.0,91.0,85.0,83.0,95.0,78.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461559,3.0,83.0,81.0,83.0,73.0,91.0,74.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461566,4.0,88.0,87.0,85.0,75.0,93.0,81.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461567,3.0,78.0,83.0,84.0,73.0,92.0,69.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461577,,93.0,90.0,87.0,86.0,98.0,82.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461580,4.0,85.0,83.0,82.0,73.0,91.0,78.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461587,,84.0,83.0,82.0,83.0,90.0,78.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461588,,83.0,77.0,81.0,78.0,93.0,68.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461589,5.0,96.0,90.0,88.0,80.0,95.0,87.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461590,2.0,71.0,71.0,74.0,68.0,85.0,67.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461591,4.0,88.0,85.0,81.0,75.0,91.0,75.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461595,4.0,92.0,86.0,81.0,73.0,91.0,78.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461600,4.0,86.0,86.0,82.0,80.0,92.0,79.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461601,,89.0,88.0,85.0,76.0,91.0,79.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461604,,79.0,76.0,82.0,79.0,87.0,75.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461606,4.0,88.0,82.0,82.0,74.0,92.0,74.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461607,5.0,92.0,86.0,86.0,79.0,97.0,76.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461609,3.0,80.0,85.0,81.0,67.0,91.0,71.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461613,3.0,78.0,78.0,79.0,77.0,91.0,71.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461617,,84.0,82.0,76.0,76.0,91.0,77.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461618,4.0,89.0,84.0,83.0,77.0,94.0,73.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461621,4.0,86.0,87.0,87.0,79.0,94.0,90.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461626,,86.0,87.0,85.0,72.0,95.0,69.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461631,,84.0,88.0,77.0,69.0,92.0,69.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461633,,92.0,95.0,81.0,79.0,95.0,75.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
461635,,85.0,81.0,76.0,75.0,92.0,75.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
471500,5.0,97.0,92.0,90.0,85.0,97.0,86.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
471502,3.0,91.0,85.0,84.0,80.0,95.0,87.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
471503,,98.0,92.0,91.0,78.0,94.0,91.0,98.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
471504,,83.0,71.0,66.0,58.0,86.0,71.0,85.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
471505,4.0,85.0,78.0,79.0,73.0,93.0,74.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
471506,4.0,92.0,84.0,87.0,75.0,94.0,74.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
471507,3.0,88.0,80.0,82.0,72.0,90.0,79.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
471508,5.0,96.0,91.0,91.0,87.0,98.0,92.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
471510,4.0,88.0,84.0,81.0,74.0,93.0,76.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491500,2.0,76.0,71.0,72.0,67.0,85.0,62.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491502,3.0,80.0,75.0,79.0,72.0,88.0,73.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491503,3.0,79.0,74.0,82.0,77.0,89.0,72.0,85.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491504,3.0,87.0,81.0,80.0,72.0,90.0,75.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491507,4.0,89.0,86.0,88.0,78.0,96.0,80.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491508,4.0,89.0,85.0,82.0,77.0,91.0,78.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491509,3.0,82.0,80.0,80.0,72.0,89.0,73.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491510,4.0,90.0,85.0,84.0,77.0,93.0,81.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491513,4.0,87.0,80.0,86.0,78.0,93.0,85.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491514,4.0,84.0,85.0,83.0,80.0,91.0,80.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491515,4.0,84.0,81.0,81.0,80.0,91.0,78.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491516,5.0,92.0,88.0,85.0,82.0,95.0,84.0,97.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491518,4.0,87.0,86.0,85.0,74.0,92.0,78.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491519,3.0,86.0,81.0,80.0,69.0,90.0,76.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491520,5.0,91.0,82.0,89.0,83.0,95.0,85.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491521,4.0,85.0,86.0,84.0,78.0,90.0,84.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491526,,77.0,77.0,84.0,76.0,86.0,72.0,82.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491527,5.0,97.0,90.0,88.0,81.0,95.0,87.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491530,4.0,89.0,87.0,86.0,79.0,93.0,86.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491532,5.0,89.0,87.0,87.0,77.0,94.0,80.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491537,3.0,80.0,79.0,80.0,70.0,89.0,75.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491538,4.0,84.0,83.0,85.0,74.0,91.0,84.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491542,4.0,82.0,83.0,85.0,84.0,91.0,79.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491543,3.0,78.0,76.0,81.0,72.0,90.0,74.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491545,,89.0,78.0,85.0,82.0,93.0,76.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491546,3.0,78.0,77.0,83.0,80.0,93.0,71.0,84.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491547,5.0,90.0,88.0,86.0,82.0,95.0,82.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491551,2.0,79.0,74.0,78.0,67.0,85.0,69.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491552,2.0,82.0,78.0,76.0,70.0,86.0,71.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491553,3.0,86.0,85.0,80.0,72.0,91.0,70.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491554,,93.0,93.0,91.0,88.0,96.0,91.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491555,,69.0,73.0,78.0,69.0,93.0,66.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491557,4.0,87.0,84.0,89.0,79.0,93.0,82.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491562,3.0,81.0,75.0,81.0,74.0,91.0,67.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491565,2.0,73.0,68.0,69.0,67.0,83.0,63.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491568,3.0,80.0,80.0,80.0,72.0,89.0,71.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491571,,81.0,85.0,82.0,79.0,90.0,83.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491572,5.0,97.0,93.0,91.0,84.0,96.0,87.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491575,3.0,84.0,78.0,79.0,69.0,90.0,79.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491576,3.0,78.0,79.0,78.0,74.0,89.0,80.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491577,3.0,85.0,81.0,79.0,74.0,90.0,74.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491579,3.0,73.0,74.0,79.0,73.0,90.0,75.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491580,4.0,88.0,87.0,83.0,78.0,93.0,80.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491581,1.0,67.0,68.0,66.0,65.0,81.0,56.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491582,2.0,75.0,76.0,77.0,68.0,88.0,74.0,85.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491584,,82.0,80.0,79.0,69.0,89.0,78.0,85.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491586,3.0,81.0,77.0,77.0,74.0,88.0,72.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491590,3.0,78.0,75.0,79.0,71.0,91.0,74.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491593,4.0,86.0,83.0,83.0,75.0,92.0,79.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491595,4.0,85.0,85.0,87.0,69.0,93.0,87.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491600,3.0,82.0,81.0,81.0,72.0,89.0,77.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491601,4.0,86.0,83.0,81.0,73.0,90.0,83.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491603,3.0,86.0,85.0,83.0,82.0,88.0,83.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491604,,91.0,90.0,88.0,85.0,95.0,88.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491605,4.0,84.0,85.0,85.0,74.0,92.0,72.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491606,4.0,84.0,79.0,83.0,78.0,92.0,78.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491608,,83.0,83.0,84.0,76.0,91.0,87.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491609,,86.0,81.0,82.0,73.0,90.0,75.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491612,4.0,85.0,83.0,80.0,78.0,91.0,77.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491613,,82.0,69.0,76.0,74.0,91.0,81.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491616,4.0,90.0,86.0,85.0,83.0,93.0,82.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491617,2.0,72.0,72.0,72.0,63.0,88.0,68.0,82.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491619,,86.0,80.0,83.0,68.0,90.0,67.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491620,3.0,75.0,72.0,75.0,68.0,86.0,72.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491622,,84.0,81.0,83.0,70.0,88.0,67.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491623,,70.0,70.0,66.0,62.0,84.0,66.0,80.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491624,3.0,80.0,76.0,81.0,74.0,86.0,74.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491625,,85.0,84.0,84.0,81.0,93.0,87.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491627,1.0,54.0,56.0,67.0,58.0,79.0,66.0,84.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491629,,71.0,61.0,74.0,75.0,82.0,58.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491630,4.0,91.0,87.0,86.0,83.0,92.0,86.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491631,4.0,84.0,83.0,83.0,75.0,93.0,73.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491634,,95.0,88.0,88.0,80.0,96.0,87.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491636,,95.0,87.0,88.0,87.0,96.0,85.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491637,3.0,78.0,75.0,77.0,72.0,88.0,73.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491638,,87.0,81.0,83.0,83.0,94.0,76.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491639,3.0,87.0,84.0,82.0,79.0,92.0,75.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491640,,85.0,83.0,79.0,67.0,86.0,71.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491641,3.0,87.0,85.0,84.0,76.0,91.0,81.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491645,3.0,79.0,78.0,80.0,73.0,90.0,74.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491646,3.0,84.0,82.0,84.0,84.0,90.0,78.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491647,3.0,81.0,78.0,78.0,81.0,87.0,78.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491648,2.0,81.0,76.0,78.0,68.0,88.0,67.0,83.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491650,4.0,88.0,85.0,84.0,75.0,94.0,79.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491652,,77.0,74.0,75.0,73.0,82.0,68.0,80.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491654,,89.0,84.0,88.0,58.0,86.0,83.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491655,,84.0,80.0,82.0,73.0,89.0,80.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491656,,84.0,81.0,83.0,79.0,93.0,84.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
491658,,89.0,91.0,87.0,82.0,95.0,83.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501501,3.0,85.0,80.0,79.0,74.0,90.0,75.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501503,4.0,90.0,85.0,82.0,79.0,92.0,80.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501505,4.0,93.0,85.0,83.0,73.0,94.0,76.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501508,3.0,84.0,77.0,80.0,73.0,91.0,74.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501510,3.0,86.0,82.0,78.0,70.0,90.0,75.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501511,4.0,87.0,83.0,83.0,73.0,91.0,77.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501512,3.0,87.0,80.0,79.0,72.0,91.0,75.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501514,3.0,84.0,81.0,79.0,73.0,90.0,74.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501515,3.0,82.0,78.0,78.0,73.0,90.0,71.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501516,4.0,91.0,85.0,85.0,78.0,92.0,81.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501519,4.0,89.0,82.0,85.0,80.0,94.0,77.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501520,4.0,91.0,82.0,84.0,80.0,94.0,77.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501521,3.0,82.0,79.0,81.0,72.0,91.0,69.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501523,3.0,87.0,84.0,82.0,73.0,91.0,76.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501525,3.0,80.0,76.0,79.0,72.0,90.0,72.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501526,3.0,86.0,80.0,81.0,73.0,90.0,75.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501528,4.0,87.0,82.0,83.0,76.0,92.0,82.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501529,4.0,92.0,86.0,86.0,80.0,95.0,81.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501531,4.0,90.0,85.0,81.0,76.0,92.0,78.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501533,3.0,81.0,75.0,75.0,73.0,89.0,70.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501534,2.0,79.0,75.0,73.0,64.0,90.0,66.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501535,4.0,92.0,88.0,84.0,76.0,95.0,79.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501536,,87.0,83.0,83.0,70.0,93.0,70.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501537,4.0,92.0,86.0,81.0,76.0,92.0,78.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501538,5.0,93.0,86.0,88.0,82.0,95.0,82.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501540,4.0,93.0,86.0,83.0,77.0,91.0,78.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501541,,84.0,83.0,80.0,76.0,93.0,74.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501542,4.0,94.0,84.0,85.0,80.0,93.0,81.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501543,,68.0,61.0,63.0,51.0,81.0,51.0,84.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501544,4.0,89.0,86.0,85.0,73.0,93.0,78.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501545,2.0,83.0,78.0,77.0,70.0,89.0,68.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501546,5.0,94.0,91.0,89.0,86.0,96.0,85.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501547,4.0,87.0,82.0,82.0,74.0,93.0,77.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501548,,86.0,84.0,86.0,81.0,94.0,68.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501549,2.0,80.0,74.0,76.0,63.0,88.0,69.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501550,,83.0,80.0,80.0,71.0,90.0,68.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501554,,82.0,80.0,88.0,80.0,94.0,68.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
501559,,72.0,64.0,59.0,70.0,81.0,52.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
511500,4.0,90.0,85.0,84.0,77.0,92.0,82.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
511501,4.0,92.0,88.0,86.0,78.0,93.0,84.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
511502,4.0,86.0,83.0,82.0,76.0,92.0,83.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
511504,3.0,84.0,78.0,81.0,73.0,90.0,77.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
511505,4.0,91.0,82.0,90.0,75.0,94.0,84.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
511506,5.0,94.0,92.0,90.0,88.0,96.0,89.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
511507,4.0,91.0,87.0,85.0,76.0,94.0,80.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
511509,4.0,83.0,80.0,82.0,79.0,92.0,79.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
511510,,91.0,87.0,90.0,88.0,96.0,87.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
511511,,98.0,93.0,91.0,83.0,97.0,86.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
511514,3.0,83.0,81.0,80.0,67.0,89.0,74.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
511516,,88.0,78.0,82.0,71.0,87.0,84.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
511517,3.0,84.0,78.0,79.0,79.0,88.0,74.0,84.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
511519,4.0,87.0,80.0,82.0,80.0,91.0,79.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
511523,4.0,87.0,83.0,83.0,77.0,92.0,83.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
511524,,85.0,82.0,82.0,72.0,91.0,79.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
511525,4.0,90.0,85.0,84.0,76.0,92.0,88.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
511526,4.0,91.0,87.0,85.0,81.0,92.0,81.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
521502,4.0,92.0,89.0,85.0,74.0,92.0,80.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
521503,4.0,88.0,84.0,80.0,73.0,92.0,76.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
521504,4.0,86.0,83.0,83.0,75.0,92.0,75.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
521505,4.0,91.0,85.0,82.0,73.0,91.0,80.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
521507,5.0,96.0,88.0,87.0,78.0,95.0,85.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
521509,3.0,87.0,78.0,81.0,75.0,88.0,73.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
521512,4.0,89.0,85.0,83.0,79.0,91.0,81.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
521516,3.0,86.0,82.0,83.0,75.0,92.0,79.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
521517,5.0,97.0,94.0,88.0,82.0,96.0,85.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
521518,4.0,83.0,82.0,79.0,74.0,91.0,75.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
521519,4.0,87.0,84.0,83.0,76.0,93.0,80.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
521521,4.0,95.0,88.0,88.0,83.0,97.0,83.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
521522,2.0,79.0,78.0,77.0,71.0,88.0,70.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
521523,4.0,95.0,89.0,84.0,78.0,95.0,86.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
521525,4.0,90.0,89.0,83.0,76.0,95.0,84.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
